YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT,,
2023,3,31,6.84,9.25,7.01,1.21,0.74,1.54,0.31,15.77,124.11,,
2023,4,1,7.03,10.26,7.03,0.81,0.76,1.66,0.34,16.26,128.55,,
2023,4,2,6.76,9.18,6.99,1.09,0.73,1.69,0.34,16.14,125.83,,
2023,4,3,6.73,9.13,7.46,1.3,0.72,1.59,0.32,15.63,120.5,,
2023,4,4,7.26,10.28,7.32,0.85,0.77,1.66,0.34,16.73,131.3,,
2023,4,5,7.03,8.7,7.18,1.35,0.74,1.63,0.33,16.45,128.55,,
2023,4,6,7.08,8.88,7.17,1.1,0.74,1.59,0.32,16.34,128.69,,
2023,4,7,5.89,4.01,7.09,3.17,0.62,1.52,0.3,14.55,109.7,,
2023,4,8,6.09,4.61,7.07,3.38,0.63,1.59,0.31,14.9,114.12,,
2023,4,9,7.05,9.67,7.02,0.93,0.73,1.84,0.37,16.66,131.69,,
2023,4,10,7.22,10.16,7.19,0.84,0.74,1.95,0.39,16.94,133.62,,
2023,4,11,6.56,6.34,7.29,2.43,0.67,1.95,0.38,16.25,123.56,,
2023,4,12,6.04,4.77,7.58,3.05,0.62,1.88,0.38,15.05,111.4,,
2023,4,13,7.23,9.51,7.58,1.15,0.73,1.95,0.39,17.34,133.3,,
2023,4,14,7.62,10.69,7.6,0.85,0.77,1.96,0.39,17.8,138.89,,
2023,4,15,7.56,10.47,7.53,0.9,0.76,1.97,0.39,17.47,137.52,,
2023,4,16,7.23,8.48,7.46,1.9,0.72,2,0.4,16.94,132.88,,
2023,4,17,7.28,8.49,7.56,1.74,0.73,2.09,0.41,17.36,134.38,,
2023,4,18,6.01,5.59,7.82,2.66,0.59,1.78,0.35,14.92,111.08,,
2023,4,19,7.89,11.17,7.92,0.92,0.77,1.93,0.39,18.37,142.98,,
2023,4,20,7.24,8.31,7.73,2.43,0.71,1.82,0.36,17.12,133.14,,
2023,4,21,7.54,10.21,7.55,0.89,0.73,1.98,0.4,18.24,142.2,,
2023,4,22,7.35,8.2,7.61,1.93,0.71,1.98,0.4,17.73,137.48,,
2023,4,23,7.67,10.1,7.67,1.06,0.74,1.95,0.39,18.26,142.58,,
2023,4,24,7.8,10.19,7.82,1.14,0.75,1.91,0.38,18.35,143.04,,
2023,4,25,7.86,9.92,7.91,1.37,0.76,1.96,0.39,18.12,141.88,,
2023,4,26,7.88,10.37,7.88,1.02,0.75,1.97,0.4,18.18,142.82,,
2023,4,27,7.68,9.53,7.74,1.37,0.73,1.93,0.39,17.94,141.3,,
2023,4,28,7.81,10.1,7.85,1.11,0.74,2,0.4,18.33,143.73,,
2023,4,29,7.07,5.48,7.93,3.46,0.67,1.91,0.38,16.73,128.94,,
2023,4,30,7.77,9.54,7.87,1.4,0.73,1.99,0.4,18.48,144.04,,
2023,5,1,7.28,8.33,8.28,1.81,0.69,1.98,0.4,17.9,134.16,,
2023,5,2,5.33,4.22,8.06,2.64,0.5,1.4,0.27,13.64,100.41,,
2023,5,3,5.47,4.36,7.96,2.72,0.51,1.44,0.29,13.8,102.72,,
2023,5,4,5.89,4.57,8.06,2.68,0.55,1.66,0.33,15.04,111.54,,
2023,5,5,6.18,5.4,8.11,2.66,0.57,1.77,0.35,15.45,115.56,,
2023,5,6,6.2,3.67,8.09,3.78,0.57,1.82,0.37,15.76,117.22,,
2023,5,7,7.81,9.5,8.1,1.5,0.72,2.21,0.44,18.89,146.05,,
2023,5,8,8.25,10.7,8.32,1.14,0.76,2.45,0.48,19.58,151.59,,
2023,5,9,6.71,5.16,8.11,3.16,0.62,2.05,0.41,16.53,125.37,,
2023,5,10,8.21,10.59,8.28,1.09,0.75,2.2,0.44,19.6,151.71,,
2023,5,11,8.28,10.95,8.29,0.96,0.76,2.45,0.48,19.9,154.01,,
2023,5,12,8.16,10.58,8.17,1.02,0.74,2.31,0.46,19.52,152.13,,
2023,5,13,8.05,10.2,8.08,1.11,0.73,2.14,0.43,19.18,150.1,,
2023,5,14,7.86,9.62,8.06,1.34,0.71,2.16,0.43,19.09,148.34,,
2023,5,15,7.45,7.17,8.31,2.63,0.67,2.2,0.44,17.95,137.59,,
2023,5,16,7.99,9.33,8.21,1.63,0.72,2.55,0.5,18.93,147.76,,
2023,5,17,8.32,11.06,8.34,0.88,0.75,2.7,0.53,20.38,157.06,,
2023,5,18,8.47,11.31,8.49,0.88,0.76,2.68,0.52,20.44,157.58,,
2023,5,19,8.31,10.78,8.35,1.01,0.74,2.55,0.5,20.12,155.77,,
2023,5,20,8.18,10.15,8.23,1.16,0.73,2.45,0.48,19.92,154.45,,
2023,5,21,7.86,9.32,8.14,1.51,0.7,2.39,0.48,19.38,149.91,,
2023,5,22,8.05,9.87,8.17,1.28,0.72,2.54,0.5,19.89,153.88,,
2023,5,23,8.29,10.38,8.52,1.27,0.73,2.63,0.52,20.4,155.96,,
2023,5,24,8.6,11.38,8.69,0.9,0.77,2.57,0.51,20.92,160.18,,
2023,5,25,8.57,11.12,8.65,0.98,0.76,2.55,0.5,20.77,159.32,,
2023,5,26,8.17,9.6,8.36,1.41,0.72,2.45,0.48,19.59,151.92,,
2023,5,27,8.31,10.27,8.36,1.19,0.73,2.63,0.52,20.24,156.55,,
2023,5,28,8.3,10.11,8.51,1.26,0.73,2.68,0.52,20.58,157.18,,
2023,5,29,7.46,6.24,8.38,3.04,0.66,2.29,0.45,18.41,140.23,,
2023,5,30,5.85,3.57,8.22,3.27,0.52,1.9,0.38,15.14,112.41,,
2023,5,31,8.19,9.47,8.36,1.4,0.72,2.43,0.48,19.86,153.77,,
2023,6,1,8.4,10.35,8.55,1.21,0.73,2.48,0.49,20.52,157.45,,
2023,6,2,8.66,11.24,8.72,0.98,0.76,2.44,0.48,21.01,161.55,,
2023,6,3,8.64,11.09,8.69,1,0.76,2.4,0.48,20.8,160.45,,
2023,6,4,8.26,10.26,8.34,1.12,0.72,2.37,0.47,20.12,156.4,,
2023,6,5,4.54,1.68,8.2,3.36,0.4,1.48,0.3,12.22,89.4,,
2023,6,6,5.65,3.05,8.06,3.36,0.49,1.73,0.34,14.45,108.82,,
2023,6,7,4.76,3.68,8.06,2.28,0.41,1.44,0.29,12.28,92.87,,
2023,6,8,7.01,6.3,8.26,2.26,0.61,2.15,0.43,17.73,134.57,,
2023,6,9,7.65,7.04,8.26,2.79,0.66,2.26,0.45,18.7,145.01,,
2023,6,10,6.07,3.54,8.06,3.26,0.52,1.89,0.38,15.36,116.44,,
2023,6,11,7.7,7.54,8.19,2.31,0.66,2.12,0.42,18.52,144.34,,
2023,6,12,8.13,9.37,8.43,1.54,0.7,2.35,0.47,20.02,154.16,,
2023,6,13,8.23,9.81,8.39,1.31,0.71,2.48,0.49,20.23,156.66,,
2023,6,14,8.31,10.15,8.38,1.19,0.72,2.58,0.51,20.77,159.88,,
2023,6,15,8.32,10.06,8.53,1.42,0.72,2.62,0.52,20.72,158.94,,
2023,6,16,8.31,10.11,8.49,1.22,0.72,2.62,0.52,20.64,158.49,,
2023,6,17,8.5,10.81,8.61,1.04,0.73,2.7,0.53,21.07,161.59,,
2023,6,18,8.46,10.97,8.59,0.91,0.73,2.84,0.55,21.55,163.91,,
2023,6,19,8.9,12.18,8.97,0.72,0.77,3.02,0.59,21.98,167.2,,
2023,6,20,8.96,12.29,9.06,0.73,0.77,3.05,0.59,21.9,166.74,,
2023,6,21,8.88,12.01,8.94,0.74,0.77,3.12,0.6,21.91,166.73,,
2023,6,22,8.39,10.02,8.92,1.6,0.73,2.89,0.55,20.64,156.55,,
2023,6,23,8.65,11,8.73,1.04,0.75,2.87,0.55,21.05,161.92,,
2023,6,24,6.82,5.54,8.57,3.07,0.59,2.51,0.49,17.34,130.17,,
2023,6,25,8.71,11.25,8.78,1,0.76,3.15,0.6,21.29,163.42,,
2023,6,26,8.6,10.97,8.72,1.14,0.75,3.11,0.59,21.2,162.36,,
2023,6,27,8.69,11.1,8.79,0.94,0.76,2.93,0.57,21.54,164.01,,
2023,6,28,8.62,11.04,8.7,1.01,0.75,2.9,0.56,21.02,161.45,,
2023,6,29,8.49,10.69,8.55,1.1,0.73,3,0.58,20.76,160.28,,
2023,6,30,8.39,10.67,8.45,1.01,0.73,3.08,0.59,20.62,159.55,,
2023,7,1,8.35,10.6,8.42,1.01,0.73,3.09,0.59,20.48,158.62,,
2023,7,2,8.21,9.89,8.44,1.6,0.72,3.13,0.59,20.47,157.4,,
2023,7,3,8.68,11.27,8.79,1.04,0.76,3.28,0.62,21.22,162.2,,
2023,7,4,8.7,11.43,8.78,0.9,0.76,3.31,0.62,21.38,163.31,,
2023,7,5,8.67,11.44,8.73,0.87,0.76,3.36,0.63,21.41,163.52,,
2023,7,6,8.76,11.66,8.86,0.85,0.77,3.42,0.64,21.43,163.43,,
2023,7,7,8.64,11.41,8.69,0.88,0.76,3.41,0.64,21.3,162.8,,
2023,7,8,8.63,11.33,8.67,0.92,0.76,3.37,0.63,21.19,162.1,,
2023,7,9,8.73,11.72,8.77,0.81,0.77,3.33,0.62,21.32,162.98,,
2023,7,10,8.72,11.9,8.76,0.73,0.77,3.26,0.62,21.36,163.3,,
2023,7,11,8.71,11.71,8.78,0.81,0.77,3.33,0.63,21.5,163.56,,
2023,7,12,8.75,11.89,8.79,0.75,0.77,3.34,0.63,21.48,163.75,,
2023,7,13,8.57,11.39,8.63,0.83,0.76,3.35,0.63,21.34,162.48,,
2023,7,14,8.46,11.2,8.52,0.86,0.75,3.37,0.63,21.08,160.89,,
2023,7,15,8.46,11.12,8.5,0.89,0.75,3.31,0.62,20.72,159.26,,
2023,7,16,7.48,6.99,8.07,2.53,0.66,3.08,0.58,19.19,146.08,,
2023,7,17,6.91,5.64,8.11,2.96,0.62,2.97,0.56,18.05,135.2,,
2023,7,18,7.94,9.53,8.13,1.22,0.71,3.41,0.63,20.5,155.64,,
2023,7,19,8.23,10.71,8.31,0.94,0.73,3.45,0.64,20.97,159.44,,
2023,7,20,8.4,11.26,8.46,0.85,0.75,3.37,0.63,21.03,160.17,,
2023,7,21,8.15,10.21,8.33,1.24,0.73,3.2,0.6,20.36,155.49,,
2023,7,22,8.08,10.06,8.18,1.21,0.73,3.3,0.62,20.48,156.32,,
2023,7,23,6.75,4.48,8.05,3.63,0.61,2.76,0.53,17.1,129.13,,
2023,7,24,7.53,7.73,8.24,2.39,0.68,3.09,0.59,19.21,144.88,,
2023,7,25,7.82,9.19,8.14,1.58,0.7,3.24,0.61,19.8,150.88,,
2023,7,26,7.93,9.5,8.2,1.47,0.72,3.35,0.62,20.05,152.5,,
2023,7,27,8.36,11.26,8.4,0.87,0.76,3.48,0.64,20.71,157.92,,
2023,7,28,8.25,10.89,8.27,0.93,0.75,3.41,0.63,20.43,156.4,,
2023,7,29,8,10.03,8.13,1.1,0.73,3.41,0.63,20.26,153.91,,
2023,7,30,7.55,7.64,8.11,2.48,0.69,3.08,0.59,18.95,143.79,,
2023,7,31,7.85,9.59,8,1.25,0.72,3.13,0.59,19.77,151.09,,
2023,8,1,7.98,9.91,8.11,1.28,0.73,3.16,0.59,19.91,152.16,,
2023,8,2,8.23,11.05,8.27,0.89,0.76,3.18,0.6,20.24,154.8,,
2023,8,3,8.28,11.58,8.31,0.72,0.77,3.13,0.59,20.27,155.01,,
2023,8,4,8.15,11.3,8.18,0.78,0.76,3.06,0.58,20.12,154.05,,
2023,8,5,8.11,11.26,8.13,0.76,0.76,3.15,0.59,20.09,153.73,,
2023,8,6,7.86,10.54,7.95,0.94,0.73,3.05,0.58,19.69,150.79,,
2023,8,7,7.92,10.82,7.93,0.82,0.74,2.84,0.55,19.62,151,,
2023,8,8,7.94,10.88,8.04,0.87,0.75,-999,0.54,19.48,149.9,,
2023,8,9,7.48,9.27,7.77,1.37,0.7,2.71,0.52,18.9,144.28,,
2023,8,10,2.76,1.24,7.46,2.03,0.26,1.29,0.25,8.56,59.05,,
2023,8,11,7.46,9.3,7.58,1.12,0.71,2.78,0.53,19.02,145.66,,
2023,8,12,7.61,9.99,7.72,0.94,0.73,2.72,0.52,19.21,147.12,,
2023,8,13,7.52,9.63,7.63,1.03,0.72,2.77,0.53,19.02,145.77,,
2023,8,14,7.4,9.65,7.6,1.07,0.71,2.86,0.55,18.87,143.99,,
2023,8,15,7.57,10.23,7.7,0.92,0.73,2.98,0.55,18.85,144.59,,
2023,8,16,5.93,6.29,7.46,2.05,0.57,2.28,0.45,15.16,115.02,,
2023,8,17,7.38,9.86,7.58,0.98,0.72,2.8,0.53,18.58,142.2,,
2023,8,18,7.75,10.74,7.77,0.83,0.76,2.8,0.53,18.93,145.57,,
2023,8,19,6.31,6.66,7.5,1.98,0.62,2.47,0.48,16.22,121.59,,
2023,8,20,1.83,0.69,7.02,1.42,0.18,0.88,0.17,5.79,39.54,,
2023,8,21,6.16,6.6,7.21,1.72,0.61,2.55,0.48,15.65,118.96,,
2023,8,22,7.31,9.84,7.38,0.95,0.73,2.77,0.52,18.32,140.99,,
2023,8,23,7.34,10.1,7.34,0.86,0.73,2.86,0.54,18.27,141.12,,
2023,8,24,7.18,9.78,7.35,1,0.72,2.9,0.54,17.95,138.14,,
2023,8,25,7.54,10.75,7.54,0.75,0.76,3.01,0.56,18.38,141.62,,
2023,8,26,7.57,10.99,7.55,0.69,0.77,2.91,0.55,18.27,141.21,,
2023,8,27,7.44,10.93,7.42,0.64,0.76,2.77,0.52,18.24,140.89,,
2023,8,28,7.37,10.62,7.37,0.7,0.75,2.74,0.52,17.98,139.17,,
2023,8,29,7.4,10.82,7.38,0.68,0.76,2.79,0.52,17.98,139.14,,
2023,8,30,7.4,10.79,7.38,0.68,0.77,2.74,0.52,17.9,138.2,,
2023,8,31,7.37,10.72,7.34,0.72,0.77,2.66,0.5,17.7,137.05,,
2023,9,1,6.76,8.67,7.08,1.32,0.7,2.41,0.46,16.66,128.26,,
2023,9,2,6.09,6.56,6.78,1.79,0.64,2.13,0.41,14.95,115.29,,
2023,9,3,4.83,4.18,6.98,2.29,0.51,1.97,0.38,12.77,93.84,,
2023,9,4,7.02,10.09,7.02,0.75,0.74,2.55,0.48,17.16,133.24,,
2023,9,5,6.91,9.78,6.9,0.81,0.73,2.51,0.48,16.78,130.99,,
2023,9,6,6.92,10.05,6.92,0.74,0.74,2.48,0.47,16.88,131.31,,
2023,9,7,6.97,10.25,6.95,0.69,0.75,2.45,0.47,16.87,131.37,,
2023,9,8,6.71,9.33,6.73,0.9,0.73,2.44,0.46,16.51,128.45,,
2023,9,9,6.28,7.84,6.5,1.35,0.69,2.34,0.45,15.77,122.22,,
2023,9,10,5.3,5.62,6.55,1.64,0.58,2.08,0.4,13.82,103.59,,
2023,9,11,4.38,2.9,6.57,2.75,0.48,1.73,0.33,11.75,86.36,,
2023,9,12,6.78,10.16,6.77,0.66,0.75,2.29,0.44,16.33,127.6,,
2023,9,13,6.67,10.01,6.66,0.65,0.74,2.2,0.43,16.23,126.59,,
2023,9,14,6.55,9.77,6.58,0.67,0.73,2.14,0.41,15.84,124.06,,
2023,9,15,6.22,8.69,6.24,0.91,0.7,1.99,0.38,14.73,117.51,,
2023,9,16,6.31,8.93,6.32,0.85,0.72,2.1,0.41,15.16,119.44,,
2023,9,17,6.19,8.53,6.27,0.91,0.71,2.03,0.39,14.98,117.8,,
2023,9,18,5.79,7.32,6.21,1.27,0.67,1.95,0.38,14.23,110.61,,
2023,9,19,5.88,7.5,6.22,1.19,0.68,1.96,0.38,14.41,111.81,,
2023,9,20,6.08,8.59,6.12,0.89,0.71,1.84,0.36,14.3,113.83,,
2023,9,21,6.33,9.36,6.41,0.83,0.74,1.93,0.38,14.95,117.16,,
2023,9,22,6.23,8.83,6.24,0.93,0.74,1.91,0.38,14.61,115.32,,
2023,9,23,6.12,8.88,6.11,0.86,0.73,1.95,0.38,14.39,114.13,,
2023,9,24,6.15,9.11,6.18,0.83,0.74,1.91,0.37,14.2,112.76,,
2023,9,25,6.25,9.04,6.34,1.06,0.76,1.95,0.38,14.28,112.65,,
2023,9,26,6.08,9.74,6.06,0.61,0.74,2.01,0.39,14.64,115.32,,
2023,9,27,6.01,9.67,5.98,0.62,0.74,2.01,0.38,14.39,113.85,,
2023,9,28,5.96,9.73,5.93,0.58,0.73,2.02,0.38,14.43,113.71,,
2023,9,29,5.79,8.79,5.88,0.84,0.73,1.93,0.37,13.93,109.72,,
2023,9,30,4.01,3.69,5.85,2.03,0.5,1.45,0.27,10.28,76.33,,
2023,10,1,4.38,4.49,5.71,1.89,0.55,1.3,0.26,10.82,82.56,,
2023,10,2,5.52,8.28,5.63,0.93,0.7,1.49,0.3,13.09,104.02,,
2023,10,3,5.61,8.97,5.57,0.69,0.72,1.66,0.33,13.37,106.67,,
2023,10,4,5.58,9.01,5.54,0.67,0.73,1.69,0.33,13.1,105.16,,
2023,10,5,5.65,9.38,5.61,0.6,0.74,1.72,0.34,13.18,105.54,,
2023,10,6,5.58,9.35,5.54,0.58,0.73,1.65,0.32,13.06,104.66,,
2023,10,7,5.46,8.91,5.43,0.65,0.73,1.54,0.3,12.84,102.78,,
2023,10,8,5.26,7.96,5.36,0.86,0.7,1.49,0.3,12.56,99.81,,
2023,10,9,4.71,5.13,5.46,2.12,0.63,1.37,0.27,11.23,87.14,,
2023,10,10,5.31,8.92,5.34,0.73,0.73,1.49,0.3,12.66,100.86,,
2023,10,11,5.19,8.23,5.51,1,0.71,1.45,0.28,12.17,95.73,,
2023,10,12,5.35,8.88,5.37,0.67,0.74,1.44,0.29,12.34,98.77,,
2023,10,13,4.8,6.05,5.22,1.49,0.67,1.35,0.27,11.12,88.36,,
2023,10,14,5.19,8.83,5.18,0.65,0.73,1.4,0.27,11.91,96.35,,
2023,10,15,4.97,8.21,5.08,0.64,0.7,1.46,0.28,11.55,93.05,,
2023,10,16,4.95,7.69,4.98,0.79,0.71,1.47,0.29,11.49,92.89,,
2023,10,17,5.04,8.66,5.02,0.65,0.73,1.49,0.29,11.59,94.01,,
2023,10,18,4.94,8.27,5.01,0.67,0.72,1.45,0.28,11.02,89.68,,
2023,10,19,4.88,8,4.91,0.72,0.72,1.32,0.26,11.17,90.39,,
2023,10,20,4.85,8.33,4.81,0.66,0.72,1.23,0.24,11.12,90.65,,
2023,10,21,4.83,8.14,4.87,0.74,0.73,1.3,0.26,11.05,89.53,,
2023,10,22,4.47,7.26,4.82,0.95,0.68,1.27,0.25,10.62,84.35,,
2023,10,23,2.78,3.41,4.68,1.34,0.42,0.86,0.16,7.11,53.33,,
2023,10,24,4.7,8.35,4.68,0.65,0.73,1.21,0.24,10.71,87.45,,
2023,10,25,4.61,8.16,4.59,0.67,0.72,1.2,0.23,10.47,85.81,,
2023,10,26,4.41,7.65,4.68,0.82,0.69,1.12,0.22,10.12,81.59,,
2023,10,27,4.58,7.84,4.65,0.78,0.73,1.06,0.21,10.3,83.92,,
2023,10,28,4.71,9.05,4.67,0.5,0.75,1.05,0.21,10.41,85.49,,
2023,10,29,4.77,9.25,4.73,0.49,0.77,1.05,0.21,10.17,84.2,,
2023,10,30,4.69,8.99,4.71,0.47,0.77,1.07,0.22,10.22,83.94,,
2023,10,31,4.36,6.9,4.58,1.18,0.71,1.05,0.2,9.7,78.62,,
2023,11,1,4.54,8.62,4.49,0.52,0.75,1.01,0.2,9.83,81.61,,
2023,11,2,4.5,7.72,4.53,0.81,0.75,0.98,0.2,9.53,78.79,,
2023,11,3,4.24,7.83,4.2,0.59,0.71,0.96,0.2,9.41,78.23,,
2023,11,4,3.71,4.65,4.01,1.55,0.63,0.85,0.17,8.41,68.77,,
2023,11,5,4.14,7.26,4.18,0.79,0.71,0.96,0.2,9.36,76.96,,
2023,11,6,3.67,6.63,4.15,0.8,0.63,0.88,0.17,8.5,68.71,,
2023,11,7,3.69,6.7,4.2,0.91,0.64,0.9,0.18,8.42,68.03,,
2023,11,8,4.25,8.54,4.23,0.49,0.75,0.91,0.19,9.22,76.7,,
2023,11,9,4.16,7.34,4.27,0.78,0.73,0.84,0.17,9.03,74.25,,
2023,11,10,3.77,5.82,4.04,1.23,0.67,0.77,0.16,8.39,68.73,,
2023,11,11,4.03,8.06,4.02,0.49,0.73,0.74,0.15,8.69,73.02,,
2023,11,12,4.15,8.29,4.11,0.55,0.76,0.73,0.15,8.54,72.16,,
2023,11,13,2.95,3.3,3.91,1.53,0.54,0.63,0.12,6.73,53.07,,
2023,11,14,3.59,5.14,3.89,1.47,0.66,0.81,0.16,7.85,64.41,,
2023,11,15,1.76,0.99,3.72,1.39,0.33,0.52,0.1,4.66,33.58,,
2023,11,16,3.58,6.95,3.69,0.63,0.67,0.76,0.15,8.08,67.21,,
2023,11,17,3.36,5.49,3.64,1.02,0.64,0.7,0.14,7.57,62.11,,
2023,11,18,2.01,2.23,3.6,1.22,0.38,0.53,0.1,5.11,38.64,,
2023,11,19,3.83,8.22,3.85,0.52,0.74,0.77,0.16,8.27,69.59,,
2023,11,20,3.82,7.92,3.83,0.46,0.74,0.72,0.15,8.18,68.85,,
2023,11,21,3.53,6.23,3.71,0.98,0.69,0.7,0.14,7.73,64.5,,
2023,11,22,3.52,6.13,3.71,1,0.7,0.64,0.12,7.49,62.76,,
2023,11,23,3.65,7.79,3.61,0.47,0.73,0.64,0.13,7.77,66.12,,
2023,11,24,3.59,7.34,3.59,0.5,0.72,0.61,0.12,7.57,64.45,,
2023,11,25,3.6,7.59,3.57,0.48,0.73,0.61,0.12,7.42,63.91,,
2023,11,26,3.02,3.78,3.63,1.53,0.61,0.62,0.12,6.69,54.05,,
2023,11,27,3.33,5.68,3.6,1.13,0.68,0.63,0.12,7.14,59.51,,
2023,11,28,3.51,7.41,3.49,0.52,0.72,0.57,0.12,7.3,62.71,,
2023,11,29,3.04,5.11,3.38,1.13,0.62,0.48,0.1,6.74,55.88,,
2023,11,30,2.29,3.14,3.32,1.03,0.48,0.38,0.08,5.38,42.32,,
2023,12,1,3.31,6.89,3.49,0.69,0.7,0.48,0.09,7.06,59.48,,
2023,12,2,3.16,5.43,3.35,1.01,0.66,0.47,0.09,6.78,57.21,,
2023,12,3,2.2,1.48,3.27,1.67,0.46,0.38,0.08,5.34,41.02,,
2023,12,4,2.51,2.07,3.2,1.75,0.53,0.42,0.09,5.89,46.81,,
2023,12,5,3.29,7.35,3.25,0.48,0.7,0.51,0.1,6.95,60,,
2023,12,6,3.24,6.7,3.27,0.68,0.7,0.53,0.11,6.84,58.77,,
2023,12,7,3.19,7.01,3.35,0.55,0.69,0.54,0.11,6.81,57.98,,
2023,12,8,2.76,5.24,3.34,0.93,0.59,0.45,0.09,6.05,49.95,,
2023,12,9,3.19,6.73,3.31,0.62,0.69,0.45,0.09,6.64,56.97,,
2023,12,10,2.73,2.63,3.24,1.71,0.59,0.42,0.09,6.05,49.4,,
2023,12,11,3.18,6.38,3.24,0.69,0.7,0.45,0.09,6.7,57.44,,
2023,12,12,3.26,7.49,3.21,0.42,0.71,0.42,0.09,6.66,58.24,,
2023,12,13,3.26,7.33,3.2,0.46,0.71,0.41,0.08,6.41,56.59,,
2023,12,14,2.93,4.39,3.2,1.29,0.64,0.41,0.09,6.11,51.69,,
2023,12,15,2.94,4.33,3.24,1.23,0.65,0.4,0.08,6.09,51.25,,
2023,12,16,3.13,6.17,3.21,0.72,0.69,0.41,0.09,6.4,55.07,,
2023,12,17,1.72,0.8,3.07,1.42,0.38,0.3,0.06,4.41,32.34,,
2023,12,18,1.91,2.06,2.91,1.14,0.42,0.3,0.06,4.65,36.09,,
2023,12,19,1.75,1.69,2.96,1.16,0.38,0.27,0.05,4.34,32.97,,
2023,12,20,1.22,0.63,2.99,1.01,0.27,0.22,0.05,3.36,23.75,,
2023,12,21,0.63,0.39,3,0.5,0.14,0.12,0.02,1.87,12.45,,
2023,12,22,1.97,2.01,2.99,1.33,0.44,0.29,0.06,4.77,36.88,,
2023,12,23,1.98,2.76,3.16,1.04,0.44,0.31,0.06,4.66,36.33,,
2023,12,24,2.33,3.81,3.13,0.89,0.52,0.33,0.07,5.17,41.8,,
2023,12,25,2.99,5.13,3.12,0.86,0.66,0.38,0.08,6.26,53.38,,
2023,12,26,2.37,2.12,3.07,1.56,0.52,0.34,0.07,5.34,42.64,,
2023,12,27,2.19,1.88,3.11,1.6,0.48,0.34,0.07,5.09,39.94,,
2023,12,28,3.05,6.4,3.1,0.67,0.67,0.43,0.09,6.57,56.39,,
2023,12,29,2.88,4.34,3.12,1.13,0.63,0.41,0.09,6.2,52.05,,
2023,12,30,2.27,3.23,3.14,1.11,0.49,0.35,0.07,5.23,41.85,,
2023,12,31,1.48,0.7,3.12,1.24,0.32,0.27,0.05,3.91,28.25,,
2024,1,1,1.97,2.87,3.14,1,0.43,0.32,0.06,4.6,36.2,,
2024,1,2,1.85,2.43,3.21,1.11,0.4,0.31,0.06,4.4,33.89,,
2024,1,3,2.72,5.19,3.29,0.83,0.59,0.4,0.08,5.95,49.52,,
2024,1,4,2.24,3.6,3.33,1,0.48,0.31,0.06,5.14,40.83,,
2024,1,5,2.99,6.11,3.34,0.76,0.64,0.44,0.09,6.48,54.41,,
2024,1,6,2.01,1.54,3.39,1.57,0.43,0.32,0.06,4.83,36.17,,
2024,1,7,3.39,7.77,3.52,0.53,0.72,0.38,0.07,6.93,59.37,,
2024,1,8,3.5,8.27,3.45,0.39,0.73,0.38,0.07,7.14,62.18,,
2024,1,9,3.42,7.48,3.44,0.65,0.72,0.38,0.07,7.11,61.05,,
2024,1,10,2.92,5.44,3.43,0.83,0.61,0.35,0.07,6.38,52.79,,
2024,1,11,3.59,8.28,3.59,0.47,0.74,0.39,0.08,7.3,62.98,,
2024,1,12,3.21,5.78,3.52,0.93,0.66,0.45,0.09,6.86,57.36,,
2024,1,13,2.46,3.62,3.41,1.18,0.5,0.45,0.09,5.77,45.8,,
2024,1,14,3.14,5.5,3.45,0.85,0.64,0.53,0.11,7.09,58.6,,
2024,1,15,2.41,2.87,3.5,1.41,0.48,0.42,0.09,5.59,43.96,,
2024,1,16,1.84,1.96,3.42,1.11,0.37,0.35,0.07,4.48,33.85,,
2024,1,17,1.89,1.61,3.48,1.28,0.38,0.38,0.08,4.84,35.69,,
2024,1,18,2.5,1.52,3.57,1.9,0.49,0.46,0.09,6.02,46.24,,
2024,1,19,1.69,0.7,3.44,1.4,0.34,0.34,0.07,4.38,31.95,,
2024,1,20,1.91,0.86,3.41,1.56,0.38,0.34,0.07,5.01,36.62,,
2024,1,21,2.94,4.45,3.56,1.11,0.57,0.44,0.09,6.75,54.53,,
2024,1,22,1.52,1.19,3.54,0.98,0.29,0.27,0.05,4.05,29.42,,
2024,1,23,2.22,2.63,3.72,1.37,0.42,0.31,0.06,5.42,41.28,,
2024,1,24,1.51,0.67,3.62,1.23,0.29,0.24,0.05,4.09,29.13,,
2024,1,25,2.97,4.68,3.81,1.11,0.55,0.41,0.08,6.7,53.98,,
2024,1,26,3.66,6.22,3.78,0.91,0.68,0.53,0.1,8.11,67.55,,
2024,1,27,3.17,2.67,3.76,1.97,0.59,0.54,0.11,7.38,58.95,,
2024,1,28,3.57,5.51,3.84,1.17,0.65,0.63,0.12,8.07,66.52,,
2024,1,29,3.87,7.6,3.86,0.58,0.7,0.69,0.14,8.56,72.11,,
2024,1,30,3.15,3.26,3.91,1.81,0.56,0.61,0.12,7.24,57.86,,
2024,1,31,1.95,0.88,4.01,1.59,0.34,0.44,0.09,5.1,36.74,,
2024,2,1,2.89,3.82,4.09,1.29,0.51,0.55,0.11,6.95,53.98,,
