-BEGIN HEADER-,,,,,,,,,,,San Francisco
2018,3,11,4.86,4.75,5.59,2.09,0.62,1.08,0.22,11.31,89.07
2018,3,12,2.87,2.03,5.45,1.73,0.37,0.78,0.16,7.68,55.83
2018,3,13,3.08,1.35,5.7,2.27,0.39,0.81,0.16,8.37,59.92
2018,3,14,4.42,4.54,5.89,1.84,0.55,0.86,0.17,10.72,81.98
2018,3,15,3.37,2.47,5.86,1.93,0.42,0.71,0.14,8.76,63.91
2018,3,16,4.72,4.51,5.92,2.22,0.59,0.92,0.19,11.22,86.78
2018,3,17,4.52,4.74,5.95,2.04,0.55,0.82,0.16,10.73,83.37
2018,3,18,3.61,1.62,6.04,2.75,0.44,0.73,0.15,9.15,67.92
2018,3,19,4.83,3.1,6.12,3.17,0.59,1,0.2,11.41,87.93
2018,3,20,1.2,0.62,5.85,0.85,0.14,0.35,0.07,3.84,25.22
2018,3,21,2.53,0.98,5.88,1.97,0.3,0.72,0.14,7.38,51.1
2018,3,22,4.72,4.97,6.15,1.86,0.55,1,0.2,11.48,87.6
2018,3,23,6.07,8.38,6.39,1.29,0.71,1.13,0.23,13.81,109.42
2018,3,24,5.12,5.54,6.4,1.71,0.59,1.05,0.21,12.09,92.66
2018,3,25,6.2,8.48,6.53,1.27,0.72,1.18,0.23,14.16,111.7
2018,3,26,6.64,10.33,6.64,0.65,0.77,1.26,0.25,15.02,119.47
2018,3,27,6.53,9.59,6.55,1.01,0.74,1.31,0.27,14.82,118.06
2018,3,28,6.56,9.9,6.54,0.73,0.74,1.39,0.28,15.17,120.36
2018,3,29,6.68,9.7,6.67,0.88,0.75,1.52,0.3,15.08,120.08
2018,3,30,5.6,3.18,6.76,3.49,0.62,1.55,0.3,13.29,101.58
2018,3,31,4.7,2.81,6.68,2.97,0.52,1.38,0.27,11.45,86.02
2018,4,1,6.9,10.15,6.9,0.81,0.76,1.69,0.34,15.8,124.58
2018,4,2,6.32,7.67,6.82,1.45,0.7,1.59,0.32,15.04,116.49
2018,4,3,6.7,8.27,6.97,1.54,0.73,1.68,0.34,15.52,121.3
2018,4,4,5.09,2.72,6.73,3.2,0.55,1.39,0.27,12.57,94.65
2018,4,5,3.01,1.27,6.52,2.26,0.32,0.96,0.19,8.51,60.46
2018,4,6,1.71,0.73,6.59,1.24,0.18,0.73,0.14,5.73,37.2
2018,4,7,6.09,5.34,6.8,2.59,0.65,1.77,0.35,14.34,111.59
2018,4,8,6.91,8.96,7.09,1.29,0.73,-999,0.36,16,125.63
2018,4,9,6.26,4.57,7.11,3.01,0.66,1.71,0.34,15.15,115.96
2018,4,10,3.25,1.51,6.85,2.4,0.34,1.06,0.21,9.28,65.2
2018,4,11,5.26,2.53,7.05,3.59,0.55,1.45,0.29,13.14,98.76
2018,4,12,6.76,8.31,7.28,1.6,0.7,1.62,0.32,15.64,122.04
2018,4,13,7.26,9.86,7.29,1.01,0.74,1.7,0.34,16.87,132.73
2018,4,14,7.38,10.35,7.38,0.83,0.75,1.97,0.39,17.28,134.95
2018,4,15,5.47,5.2,7.23,1.8,0.55,1.61,0.32,13.63,102.48
2018,4,16,5.31,4.33,7.42,2.56,0.54,1.23,0.24,13.18,98.95
2018,4,17,7.45,9.6,7.56,1.22,0.75,1.36,0.27,16.86,132.84
2018,4,18,4.43,3.16,7.3,2.61,0.45,1.05,0.2,11.06,83.13
2018,4,19,7.44,9.29,7.59,1.5,0.74,1.45,0.29,16.98,133.46
2018,4,20,7.06,8.04,7.63,2.02,0.7,1.68,0.34,16.74,129.33
2018,4,21,7.69,10.91,7.69,0.77,0.76,1.91,0.38,18.03,140.66
2018,4,22,7.6,9.22,7.9,1.83,0.74,1.92,0.38,17.66,137.03
2018,4,23,6.79,6.5,7.68,2.29,0.66,1.73,0.34,16.17,123.87
2018,4,24,5.85,5.14,7.73,2.34,0.57,1.61,0.32,14.34,107.97
2018,4,25,6.24,5.26,7.74,2.59,0.6,1.68,0.34,15.14,114.68
2018,4,26,6.5,5.82,7.74,2.49,0.62,1.69,0.34,15.75,119.98
2018,4,27,6.91,6.91,7.74,2.3,0.66,1.69,0.34,16.59,127.34
2018,4,28,5.2,3.51,7.77,3.11,0.5,1.38,0.27,13.31,98.35
2018,4,29,5.94,5.5,7.78,2.3,0.56,1.49,0.3,14.99,111.95
2018,4,30,6.83,6.16,7.85,2.64,0.65,1.46,0.29,16.27,124.89
2018,5,1,7.48,8.05,7.79,1.75,0.7,1.45,0.3,17.65,136.97
2018,5,2,6.12,4.95,7.86,2.7,0.58,1.42,0.28,15.2,114.32
2018,5,3,5.43,4.49,7.94,2.3,0.51,1.47,0.29,13.74,102.19
2018,5,4,6.84,6.25,7.97,2.59,0.64,1.83,0.37,16.55,126.45
2018,5,5,4.33,1.86,7.83,3.24,0.41,1.26,0.25,11.28,82.6
2018,5,6,6.66,4.77,8.15,3.2,0.62,2.01,0.4,16.71,124.57
2018,5,7,8.21,11.57,8.23,0.77,0.76,2.37,0.47,19.8,152.52
2018,5,8,6.94,5.83,8.04,2.91,0.64,2.18,0.43,17.62,132.22
2018,5,9,7.84,9.25,8.33,1.43,0.72,2.28,0.45,19.17,145.06
2018,5,10,8.03,8.57,8.35,2.07,0.73,2.23,0.45,19.36,148.03
2018,5,11,8.28,10.05,8.42,1.42,0.76,2.27,0.45,19.77,151.64
2018,5,12,7.36,6.97,8.35,2.75,0.67,1.97,0.4,17.8,135.64
2018,5,13,5.48,3.27,8.17,3.17,0.5,1.57,0.31,14.3,104.72
2018,5,14,5.29,3.4,8.06,2.81,0.48,1.59,0.32,13.77,101.68
2018,5,15,6.38,5.74,8.08,2.3,0.58,1.85,0.37,15.95,120.43
2018,5,16,7.24,7.14,8.05,2.43,0.66,1.87,0.38,17.23,133.43
2018,5,17,6.47,4.72,8.07,3.04,0.58,1.84,0.37,16.41,123.44
2018,5,18,4.35,2.42,8.11,2.57,0.39,1.4,0.28,11.93,84.93
2018,5,19,5.46,3.43,8.35,2.82,0.49,1.65,0.33,14.45,104.47
2018,5,20,5.19,2.5,8.26,3.31,0.46,1.54,0.31,13.73,99.48
2018,5,21,6.35,4.82,8.14,2.88,0.56,1.64,0.33,15.73,119.41
2018,5,22,4.07,1.78,8.13,2.71,0.36,1.3,0.26,11.4,81.26
2018,5,23,5.7,3.22,8.23,3.46,0.51,1.66,0.34,14.72,108.86
2018,5,24,4.13,1.55,8.24,3.01,0.37,1.35,0.27,11.52,81.63
2018,5,25,4.21,1.57,8.01,3.04,0.38,1.3,0.26,11.56,82.72
2018,5,26,5.95,4.59,8.33,2.78,0.52,1.62,0.32,15.11,112.35
2018,5,27,8.01,8.61,8.48,2.22,0.7,2.18,0.44,19.61,149.95
2018,5,28,8.45,11.25,8.47,0.83,0.74,2.39,0.48,20.76,159.16
2018,5,29,8.55,11.26,8.58,0.95,0.75,2.35,0.47,20.56,158.57
2018,5,30,7.24,6.81,8.75,2.37,0.63,2.07,0.41,17.9,133.61
2018,5,31,7.86,7.67,8.62,2.5,0.69,2.12,0.43,19.22,145.58
2018,6,1,8.65,11.74,8.68,0.83,0.76,2.45,0.48,20.87,160.61
2018,6,2,8.7,11.93,8.73,0.75,0.76,2.58,0.51,21.02,161.54
2018,6,3,8.3,10.31,8.65,1.61,0.73,2.51,0.5,20.15,154.62
2018,6,4,8.77,11.58,8.84,1.06,0.77,2.64,0.52,20.95,160.88
2018,6,5,8.58,10.2,8.95,1.71,0.75,2.53,0.5,20.41,155.82
2018,6,6,7.26,6.25,8.52,2.7,0.63,2.12,0.42,17.92,135.86
2018,6,7,8.37,9.44,8.65,1.61,0.73,2.3,0.46,19.8,152.85
2018,6,8,7.38,6.51,8.57,2.89,0.64,2.27,0.45,18.6,140.34
2018,6,9,7.19,4.15,8.86,4.15,0.62,2.19,0.44,17.94,133.68
2018,6,10,8.6,10.44,8.76,1.31,0.74,2.46,0.49,21.05,160.76
2018,6,11,7.77,8.65,8.74,2.27,0.67,2.34,0.47,19.34,146.5
2018,6,12,8.37,9.76,8.86,1.99,0.73,2.57,0.51,20.47,155.56
2018,6,13,8.35,9.94,8.85,1.65,0.72,2.62,0.52,20.36,154.84
2018,6,14,8.23,8.87,8.88,2.19,0.71,2.59,0.52,20.25,152.94
2018,6,15,5.92,4.13,8.76,2.97,0.52,2,0.4,15.76,113.86
2018,6,16,6.19,4.12,8.83,3.23,0.53,2.08,0.41,16.35,118.33
2018,6,17,6.75,5.4,8.63,3.11,0.59,2.12,0.42,17.29,128.52
2018,6,18,5.76,3.85,8.58,2.95,0.5,1.98,0.39,15.33,111.3
2018,6,19,5.92,4.43,8.65,2.81,0.51,2.2,0.43,15.6,114.16
2018,6,20,6.8,5.72,8.9,2.58,0.59,2.5,0.48,17.51,128.16
2018,6,21,7.81,8.6,8.91,1.9,0.67,2.55,0.5,19.34,145.11
2018,6,22,8.94,11.93,9.03,0.91,0.77,2.67,0.52,21.27,162.83
2018,6,23,8.96,12.25,9.01,0.78,0.77,2.62,0.52,21.26,163.02
2018,6,24,5.86,4.07,8.7,3.02,0.51,1.97,0.39,15.55,113.11
2018,6,25,6.39,5.24,8.76,2.9,0.55,2.21,0.44,16.59,122.04
2018,6,26,8.56,10.12,9.06,1.9,0.74,2.76,0.54,20.66,156.26
2018,6,27,5.22,3.73,8.87,2.63,0.45,1.91,0.38,14.27,101.23
2018,6,28,8.67,11.23,8.77,1.09,0.75,2.69,0.53,21.11,161.52
2018,6,29,8.7,11.4,8.79,1,0.76,2.57,0.51,20.99,161.02
2018,6,30,8.24,9.18,8.82,1.84,0.72,2.48,0.49,20.05,152.26
2018,7,1,6.51,4.22,8.71,3.45,0.56,2.12,0.42,16.89,124.24
2018,7,2,5.78,3.12,8.72,3.49,0.5,1.99,0.4,15.48,111.47
2018,7,3,7.2,6.18,8.76,2.65,0.62,2.3,0.45,18.08,134.18
2018,7,4,6.93,6.59,8.73,2.5,0.6,2.2,0.44,17.61,130.75
2018,7,5,7.56,7.71,8.66,1.95,0.66,2.43,0.48,19,142.27
2018,7,6,6.66,5.7,8.26,2.54,0.58,2.35,0.46,17.22,128.79
2018,7,7,7.99,8.77,8.66,2.14,0.7,2.73,0.53,19.85,150.16
2018,7,8,8.58,11.32,8.66,0.92,0.75,2.84,0.55,21.14,160.99
2018,7,9,8.52,11.32,8.59,0.86,0.75,2.81,0.55,21.16,160.89
2018,7,10,8.49,11.66,8.53,0.73,0.74,2.8,0.55,21.22,161.62
2018,7,11,6.68,5.13,8.64,3.02,0.59,2.37,0.47,17.31,127.45
2018,7,12,5.89,3.55,8.28,3.33,0.52,2.04,0.41,15.3,112.99
2018,7,13,5.65,3.67,7.97,2.98,0.5,1.95,0.39,14.99,110.82
2018,7,14,7.21,5.63,8.22,3.07,0.64,2.48,0.48,18.48,139.22
2018,7,15,6.26,4.53,8.42,3.02,0.55,2.26,0.45,16.27,120.23
2018,7,16,6.31,4.66,8.4,2.93,0.56,2.36,0.46,16.53,121.62
2018,7,17,5.87,4.46,8.55,2.67,0.52,2.16,0.42,15.39,112.34
2018,7,18,5.51,4.02,8.43,2.67,0.49,1.94,0.38,14.33,104.44
2018,7,19,5.66,4.15,8.03,2.64,0.51,1.9,0.38,14.3,107.38
2018,7,20,6.08,3.87,7.8,3.29,0.55,2.09,0.41,15.85,119.37
2018,7,21,6.34,4.16,7.81,3.32,0.57,2.22,0.44,16.69,125.16
2018,7,22,6.91,6.1,7.91,2.57,0.62,2.34,0.46,17.63,133.74
2018,7,23,6.11,5.04,8.07,2.47,0.55,2.11,0.41,15.9,118.04
2018,7,24,6.06,5.02,8.08,2.57,0.55,2.13,0.42,15.87,117.72
2018,7,25,6.25,5.23,8.21,2.55,0.57,2.21,0.44,16.3,120.62
2018,7,26,5.18,3.64,7.99,2.68,0.47,1.82,0.36,13.56,100.07
2018,7,27,5.66,4.04,8.11,2.7,0.52,1.98,0.39,14.66,108.24
2018,7,28,6.05,4.27,7.97,2.81,0.55,2.02,0.4,15.08,113.24
2018,7,29,5.32,3.22,7.68,3.05,0.48,1.79,0.35,13.59,101.85
2018,7,30,5.75,3.98,7.72,2.88,0.53,1.87,0.37,14.51,109.88
2018,7,31,5.32,3.46,7.53,2.79,0.49,1.7,0.34,13.32,101.34
2018,8,1,5.62,4.04,7.83,2.79,0.52,1.86,0.37,14.37,107.56
2018,8,2,6.91,6.47,7.99,2.36,0.64,2.18,0.43,17.01,129.35
2018,8,3,6.94,6.66,8.01,2.5,0.65,2.18,0.43,17,129.42
2018,8,4,7.26,8.21,7.98,1.84,0.68,2.3,0.45,17.72,135.62
2018,8,5,6.32,5.68,8.02,2.62,0.59,2.05,0.41,15.87,119.12
2018,8,6,6.7,5.67,7.82,2.81,0.63,2.1,0.41,16.55,125.86
2018,8,7,5.1,3.09,7.28,2.88,0.48,1.62,0.32,12.4,95.58
2018,8,8,5.9,3.51,7.38,3.27,0.56,1.87,0.37,14.16,109.53
2018,8,9,6.52,4.49,7.35,3.27,0.62,1.96,0.38,15.22,119.8
2018,8,10,6.48,4.72,7.19,3.11,0.62,1.99,0.39,15.32,120.91
2018,8,11,7.12,7.16,7.19,1.96,0.68,2.1,0.41,16.33,130.38
2018,8,12,5.7,4.12,7.26,2.78,0.55,1.78,0.35,14.03,108.02
2018,8,13,4.96,3.37,7.31,2.49,0.48,1.65,0.33,12.75,95.25
2018,8,14,4.36,2.47,7.34,2.61,0.42,1.53,0.3,11.69,85.33
2018,8,15,5.81,5.23,7.47,2.4,0.56,1.93,0.38,14.91,111.67
2018,8,16,7.1,7.91,7.55,1.73,0.7,2.16,0.43,17.35,132.82
2018,8,17,6.38,5.52,7.59,2.56,0.62,2.01,0.4,15.96,119.86
2018,8,18,5.69,4.61,7.53,2.64,0.56,1.81,0.36,14.28,107.13
2018,8,19,4.69,3.41,7.49,2.3,0.47,1.58,0.31,12.06,88.37
2018,8,20,4.08,2.72,7.36,2.13,0.41,1.46,0.29,10.95,78.7
2018,8,21,3.66,1.86,7.25,2.39,0.37,1.3,0.26,9.92,70.92
2018,8,22,4.19,3.05,7.26,2.21,0.42,1.37,0.27,10.95,80.48
2018,8,23,4.82,3.12,7.14,2.59,0.48,1.53,0.3,12.2,91.15
2018,8,24,4.31,2.46,6.66,2.52,0.44,1.35,0.27,10.66,81.4
2018,8,25,4.32,2.81,6.79,2.35,0.44,1.31,0.26,10.7,81.01
2018,8,26,4.75,3.63,7.03,2.2,0.48,1.5,0.3,12.09,89.92
2018,8,27,3.89,2.41,6.92,2.3,0.4,1.33,0.27,10.76,77.21
2018,8,28,4.48,3.72,7.1,2.45,0.46,1.45,0.29,11.94,87.35
2018,8,29,5.82,5.69,7.18,2.1,0.61,1.77,0.35,14.56,109.09
2018,8,30,4.64,3.99,7.02,2.21,0.48,1.48,0.3,11.98,88.63
2018,8,31,5.97,6.14,6.98,1.82,0.63,1.83,0.36,14.89,112.54
2018,9,1,4.81,4.03,6.98,2.23,0.51,1.49,0.3,12.16,90.62
2018,9,2,4.73,3.34,6.79,2.48,0.5,1.52,0.3,12.12,89.95
2018,9,3,4.71,3.14,6.64,2.59,0.51,1.5,0.3,11.88,89.48
2018,9,4,4.17,2.99,6.53,2.13,0.45,1.32,0.26,10.7,80.02
2018,9,5,3.69,2.51,6.58,2,0.4,1.22,0.24,9.7,71.14
2018,9,6,4.06,3.18,6.68,2.03,0.45,1.39,0.27,10.7,78.24
2018,9,7,5.04,4.83,6.79,2.18,0.55,1.66,0.33,12.77,95.6
2018,9,8,6.82,9.92,6.84,0.83,0.76,2.05,0.41,16.02,125.19
2018,9,9,6.7,9.43,6.82,1,0.75,2.05,0.4,15.71,122.63
2018,9,10,6.78,10.17,6.77,0.74,0.76,2.02,0.4,15.7,123.5
2018,9,11,6.75,10.41,6.73,0.66,0.76,1.97,0.39,15.77,123.73
2018,9,12,5.78,5.54,6.6,2.42,0.66,1.69,0.33,14.09,107.66
2018,9,13,6.42,8.71,6.55,1.07,0.73,1.66,0.34,15.2,118.71
2018,9,14,5.68,5.63,6.54,2.12,0.66,1.59,0.31,13.67,104.67
2018,9,15,5.91,6.91,6.51,1.77,0.69,1.61,0.32,14.15,109.01
2018,9,16,6.26,8.69,6.45,1.09,0.73,1.64,0.33,14.78,115.49
2018,9,17,5.9,7.59,6.43,1.38,0.7,1.66,0.33,14.1,109.05
2018,9,18,4.18,3.8,6.34,1.89,0.49,1.33,0.26,10.8,79.59
2018,9,19,6.26,9.06,6.37,0.94,0.75,1.65,0.33,14.48,113.92
2018,9,20,6.32,9.94,6.3,0.63,0.76,1.62,0.32,14.52,114.9
2018,9,21,4.84,5.19,6.08,1.72,0.59,-999,0.27,11.61,89.3
2018,9,22,4.33,3.94,6.1,2,0.53,1.27,0.25,10.82,81.2
2018,9,23,6.12,9.64,6.15,0.71,0.75,1.55,0.31,14.06,111.48
2018,9,24,5.33,6.43,6.19,1.7,0.66,1.42,0.28,12.46,96.15
2018,9,25,4.35,4.01,6.05,2.04,0.55,1.2,0.23,10.64,80.26
2018,9,26,4.11,3.24,5.77,2.22,0.52,1.17,0.23,10.22,76.94
2018,9,27,3.73,2.66,5.62,2.13,0.47,1.16,0.23,9.43,70.53
2018,9,28,3.66,3.12,5.62,1.88,0.47,1.18,0.23,9.38,69.96
2018,9,29,3.88,2.66,5.54,2.5,0.5,1.18,0.23,10.04,74.84
2018,9,30,4.54,4.63,5.49,1.97,0.59,1.2,0.23,11.1,85.53
2018,10,1,3.39,1.49,5.33,2.58,0.45,1.07,0.21,9.22,67.18
2018,10,2,3.25,2.01,5.25,2.23,0.43,0.97,0.19,8.83,64.44
2018,10,3,3.02,2.2,5.13,1.82,0.4,0.78,0.16,7.98,58.63
2018,10,4,3.29,2.16,5.17,2.12,0.45,-999,0.17,8.66,64.41
2018,10,5,5.34,8.59,5.36,0.87,0.73,1.17,0.23,12.2,98.36
2018,10,6,5.17,7.89,5.35,1,0.71,1.2,0.24,11.98,95.38
2018,10,7,5.43,9.61,5.41,0.58,0.75,1.2,0.24,12.3,99.25
2018,10,8,5.26,9.23,5.23,0.57,0.73,1.27,0.25,12.11,97.8
2018,10,9,3.55,3.59,4.98,1.72,0.5,0.97,0.19,8.85,67.26
2018,10,10,4.85,6.78,5.04,1.23,0.69,1.08,0.22,11.14,89.45
2018,10,11,4.64,6.14,4.86,1.33,0.66,0.98,0.2,10.65,85.98
2018,10,12,5.01,8.59,4.97,0.66,0.73,1.02,0.2,11.15,91.36
2018,10,13,4.35,5.48,5.11,1.69,0.63,0.98,0.2,10.09,79.36
2018,10,14,4.99,7.59,5.1,1.05,0.73,1.02,0.2,10.88,88.42
2018,10,15,5.13,9.48,5.11,0.55,0.76,1.09,0.22,11.14,91.25
2018,10,16,4.59,7.02,5.03,1.23,0.69,1.07,0.21,10.23,81.91
2018,10,17,4.4,6.05,4.86,1.33,0.66,0.98,0.2,9.94,79.63
2018,10,18,4.46,6.29,4.77,1.25,0.68,0.95,0.2,10.01,80.91
2018,10,19,4.06,5.64,4.63,1.35,0.62,0.88,0.18,9.12,73.84
2018,10,20,3.74,4.26,4.56,1.61,0.58,0.86,0.17,8.62,68.51
2018,10,21,3.73,4.22,4.55,1.66,0.59,0.9,0.18,8.7,68.68
2018,10,22,3.72,4.21,4.58,1.71,0.59,0.88,0.17,8.77,68.59
2018,10,23,3.65,3.55,4.51,2.02,0.59,0.82,0.16,8.5,66.66
2018,10,24,4.25,7.02,4.32,0.8,0.69,0.82,0.16,9.62,79.26
2018,10,25,4.08,6.17,4.36,1.17,0.66,0.84,0.17,9.27,75.48
2018,10,26,3.69,3.76,4.25,1.88,0.61,0.91,0.18,8.78,69.82
2018,10,27,3.93,5.33,4.24,1.41,0.66,0.98,0.2,9.15,74.05
2018,10,28,3.22,3.32,4.18,1.66,0.54,0.87,0.17,7.92,61.43
2018,10,29,3.72,4.62,4.29,1.66,0.63,0.84,0.16,8.6,68.79
2018,10,30,4.3,8.08,4.32,0.6,0.73,0.79,0.16,9.3,77.42
2018,10,31,3.91,5.23,4.06,1.35,0.68,0.78,0.16,8.79,72.22
2018,11,1,3.9,5.85,4.02,1.12,0.68,0.78,0.16,8.77,72.29
2018,11,2,4.08,7.71,4.08,0.7,0.72,0.79,0.16,8.77,73.64
2018,11,3,3.91,5.81,4.14,1.19,0.7,0.78,0.16,8.52,70.11
2018,11,4,3.94,6.41,4.07,1.08,0.71,0.75,0.15,8.41,70
2018,11,5,3.93,7.86,3.92,0.54,0.72,0.77,0.16,8.64,72.67
2018,11,6,4.02,8.21,4,0.51,0.73,0.71,0.15,8.51,71.97
2018,11,7,3.92,8.04,3.89,0.5,0.73,0.72,0.15,8.41,71.12
2018,11,8,4.01,7.78,4.05,0.7,0.75,0.7,0.14,8.21,69.38
2018,11,9,3.87,7.12,4,0.92,0.73,0.68,0.13,7.93,66.82
2018,11,10,3.66,6.52,3.88,0.97,0.7,0.64,0.13,7.48,63.2
2018,11,11,3.78,7.21,3.86,0.86,0.73,0.57,0.12,7.58,64.73
2018,11,12,3.46,6.27,3.48,0.83,0.67,0.45,0.09,6.59,58.32
2018,11,13,1.9,0.72,3.4,1.59,0.38,0.36,0.07,4.42,34.14
2018,11,14,3.26,5.13,3.26,1.06,0.65,0.48,0.09,6.19,54.45
2018,11,15,2.82,3.25,3.07,1.37,0.56,0.41,0.09,5.53,47.8
2018,11,16,3.03,4.5,3.05,1.1,0.61,0.41,0.09,5.9,51.8
2018,11,17,2.78,3.19,3.08,1.45,0.56,0.42,0.09,5.8,49.08
2018,11,18,2.58,2.1,2.98,1.71,0.53,0.4,0.08,5.39,45.64
2018,11,19,2.13,1.11,2.92,1.65,0.44,0.33,0.07,4.56,37.57
2018,11,20,2.83,3.6,2.98,1.33,0.59,0.41,0.08,5.88,50.56
2018,11,21,0.93,0.59,3.14,0.71,0.2,0.21,0.05,2.73,18.74
2018,11,22,2.86,5.04,3.22,0.87,0.6,0.45,0.09,6.27,52.38
2018,11,23,0.99,0.65,3.11,0.76,0.21,0.23,0.05,2.9,19.81
2018,11,24,2.84,4.81,3.14,1,0.61,0.45,0.09,6.21,51.9
2018,11,25,3.07,5.84,3.15,0.79,0.66,0.45,0.09,6.5,55.69
2018,11,26,2.44,1.71,3.06,1.76,0.53,0.4,0.08,5.66,45.36
2018,11,27,0.97,0.49,2.92,0.8,0.21,0.22,0.05,2.77,19.2
2018,11,28,2.13,2.19,2.91,1.29,0.47,0.38,0.08,5.11,40.17
2018,11,29,1.83,2.15,3.04,1.06,0.41,0.31,0.06,4.52,34.94
2018,11,30,3.02,5.73,3.11,0.8,0.68,0.39,0.08,6.48,55.05
2018,12,1,2.32,4.11,2.99,0.82,0.52,0.32,0.06,5.1,42.11
2018,12,2,3.04,5.86,3.16,0.79,0.69,0.38,0.08,6.35,54.27
2018,12,3,2.59,3.21,3.06,1.34,0.59,0.36,0.07,5.68,46.72
2018,12,4,0.69,0.43,2.82,0.55,0.16,0.13,0.03,2.05,13.63
2018,12,5,1.27,1.03,2.84,0.92,0.3,0.21,0.04,3.38,24.3
2018,12,6,2.94,6.58,2.94,0.55,0.68,0.34,0.06,6.09,53.18
2018,12,7,2.88,5.74,2.95,0.76,0.67,0.36,0.07,5.98,51.62
2018,12,8,2.92,6.45,2.92,0.61,0.68,0.37,0.07,5.91,52.09
2018,12,9,1.44,0.82,2.74,1.16,0.34,0.25,0.05,3.59,26.66
2018,12,10,1.83,2.22,2.8,1.11,0.43,0.28,0.05,4.32,33.92
2018,12,11,2.85,6.32,2.92,0.61,0.67,0.37,0.07,5.85,51.19
2018,12,12,2.86,5.83,2.98,0.74,0.68,0.38,0.08,5.89,50.91
2018,12,13,2.96,6.85,2.93,0.56,0.7,0.35,0.07,5.84,51.81
2018,12,14,1.85,1.73,2.63,1.19,0.44,0.27,0.05,4.3,33.87
2018,12,15,1.46,0.79,2.75,1.19,0.35,0.23,0.05,3.78,27.75
2018,12,16,0.58,0.38,2.69,0.46,0.14,0.11,0.02,1.75,11.44
2018,12,17,2.26,3.44,2.85,1.05,0.54,0.3,0.06,5.02,41.16
2018,12,18,2.48,4.47,2.83,0.9,0.59,0.35,0.07,5.43,45.71
2018,12,19,2.05,3.07,2.84,1.03,0.49,0.32,0.06,4.73,38.01
2018,12,20,1.39,0.62,2.72,1.18,0.34,0.27,0.05,3.64,26.42
2018,12,21,1.52,1.71,2.78,0.94,0.37,0.25,0.05,3.61,27.78
2018,12,22,2.13,2.75,2.89,1.23,0.51,0.3,0.06,4.77,38.39
2018,12,23,2.19,2.5,2.72,1.2,0.52,0.32,0.06,5.03,41.06
2018,12,24,0.74,0.59,2.71,0.54,0.18,0.15,0.03,2.12,14.56
2018,12,25,2.93,6.91,2.96,0.57,0.7,0.34,0.07,5.95,52.24
2018,12,26,2.66,4.76,2.92,0.87,0.63,0.34,0.07,5.66,47.92
2018,12,27,3.02,7.49,3,0.44,0.72,0.34,0.07,6.04,53.44
2018,12,28,3.01,6.98,3.04,0.54,0.72,0.34,0.07,6.02,52.88
2018,12,29,2.86,6.35,2.91,0.56,0.68,0.34,0.07,5.91,51.77
2018,12,30,2.61,4.1,2.93,1.04,0.62,0.34,0.07,5.65,47.36
2018,12,31,3.1,7.15,3.11,0.52,0.73,0.37,0.07,6.14,53.79
2019,1,1,3.12,7.32,3.14,0.51,0.73,0.36,0.07,6.12,53.76
2019,1,2,3.04,7.19,3.02,0.49,0.71,0.37,0.07,6.14,53.98
2019,1,3,2.68,4.23,2.99,1.18,0.62,0.36,0.07,5.68,47.85
2019,1,4,2.67,4.41,2.98,1.03,0.62,0.36,0.07,5.62,47.54
2019,1,5,1.11,0.78,2.93,0.86,0.26,0.2,0.04,3.07,21.66
2019,1,6,0.44,0.29,2.94,0.35,0.1,0.08,0.02,1.36,8.8
2019,1,7,1.91,1.03,2.89,1.52,0.44,0.35,0.07,4.8,36.38
2019,1,8,0.57,0.32,2.86,0.45,0.12,0.13,0.02,1.74,11.37
2019,1,9,1.57,0.82,2.95,1.25,0.35,0.3,0.06,4.11,30.01
2019,1,10,2.28,2.94,3.06,1.14,0.52,0.36,0.07,5.27,42.16
2019,1,11,1.03,0.5,2.9,0.84,0.23,0.23,0.05,2.98,20.36
2019,1,12,2.6,3.96,3.04,0.97,0.58,0.4,0.08,5.84,47.85
2019,1,13,1.98,1.2,3.11,1.51,0.44,0.37,0.08,4.97,37.3
2019,1,14,1.15,0.58,3.05,0.93,0.25,0.23,0.05,3.25,22.53
2019,1,15,0.75,0.39,3.1,0.6,0.16,0.16,0.03,2.28,15.26
2019,1,16,0.55,0.3,3.12,0.44,0.12,0.12,0.02,1.74,11.15
2019,1,17,1.39,0.63,3.2,1.15,0.3,0.3,0.06,3.9,27.22
2019,1,18,2.11,1.2,3.19,1.63,0.45,0.45,0.09,5.31,40.27
2019,1,19,2.25,2.13,3.18,1.35,0.48,0.53,0.1,5.51,42.73
2019,1,20,1.82,1.58,3.21,1.17,0.38,0.43,0.09,4.62,34.52
2019,1,21,3.46,7.38,3.48,0.59,0.72,0.49,0.1,7.27,62.28
2019,1,22,3.41,6.05,3.5,0.87,0.7,0.52,0.1,7.26,61.62
2019,1,23,3.44,6.71,3.45,0.73,0.7,0.53,0.11,7.21,61.91
2019,1,24,3.57,7.68,3.56,0.54,0.72,0.55,0.11,7.47,63.99
2019,1,25,3.69,7.9,3.67,0.57,0.73,0.51,0.1,7.47,64.2
2019,1,26,2.64,1.23,3.6,2.12,0.52,0.48,0.1,6.3,48.98
2019,1,27,3.27,4.55,3.6,1.3,0.64,0.59,0.12,7.12,58.55
2019,1,28,2.6,1.51,3.55,1.95,0.5,0.59,0.12,6.2,47.98
2019,1,29,2.18,1.44,3.48,1.57,0.42,0.59,0.12,5.6,41.63
