-BEGIN HEADER-,,,,,,,,,,,Denver
2018,1,1,2.74,6.03,3,0.77,0.7,0.27,0.05,5.94,47.19
2018,1,2,3.09,8.13,3.12,0.46,0.78,0.29,0.05,6.3,51.36
2018,1,3,2.73,5.81,3.06,0.94,0.69,0.29,0.05,5.91,46.76
2018,1,4,3.02,7.72,3.06,0.51,0.76,0.34,0.07,6.44,51.88
2018,1,5,2.16,2.22,2.97,1.5,0.54,0.3,0.06,5.13,38.45
2018,1,6,2.29,1.99,2.97,1.61,0.57,0.27,0.05,5.48,41.08
2018,1,7,2.7,5.91,3.07,0.76,0.66,0.29,0.05,5.93,46.88
2018,1,8,1.63,0.97,3.08,1.32,0.4,0.23,0.05,4.23,29.51
2018,1,9,2.72,5.72,3.04,0.85,0.66,0.37,0.08,6.17,48.26
2018,1,10,1.5,0.87,2.98,1.2,0.37,0.27,0.05,3.95,27.61
2018,1,11,2.87,6.45,3.21,0.67,0.69,0.34,0.07,6.2,49.11
2018,1,12,1.9,2.48,3.22,1.07,0.45,0.27,0.05,4.68,34.09
2018,1,13,2.44,3.66,3.2,1.14,0.58,0.3,0.06,5.7,43.12
2018,1,14,3.11,6.73,3.27,0.81,0.73,0.36,0.07,6.8,53.79
2018,1,15,1.9,2.31,3.26,1.11,0.45,0.25,0.05,4.51,32.95
2018,1,16,3.25,7.39,3.43,0.68,0.75,0.37,0.07,6.93,54.77
2018,1,17,3.39,8.21,3.41,0.52,0.78,0.41,0.08,7.27,57.97
2018,1,18,3.05,4.57,3.32,1.39,0.7,0.41,0.08,6.87,53.54
2018,1,19,3.08,4.32,3.35,1.45,0.7,0.47,0.09,7.09,54.45
2018,1,20,3.05,4.52,3.32,1.28,0.68,0.48,0.09,7.09,53.88
2018,1,21,0.77,0.39,3.52,0.64,0.17,0.15,0.03,2.34,15
2018,1,22,3.19,6.09,3.7,0.74,0.7,0.41,0.08,7.34,54.59
2018,1,23,3.37,6.65,3.66,0.78,0.73,0.41,0.08,7.73,57.86
2018,1,24,2.68,3.54,3.6,1.3,0.58,0.37,0.07,6.6,47.88
2018,1,25,2.64,2.23,3.72,1.91,0.56,0.42,0.09,6.61,47.15
2018,1,26,3.09,4.38,3.71,1.31,0.66,0.43,0.09,7.22,53.69
2018,1,27,3.35,4.57,3.78,1.46,0.7,0.43,0.08,7.92,58.41
2018,1,28,2.98,2.82,3.77,1.98,0.62,0.44,0.09,7.33,53.06
2018,1,29,3.46,5.15,3.74,1.35,0.71,0.51,0.1,8.16,61.34
2018,1,30,2.47,1.12,3.71,2.01,0.5,0.41,0.09,6.27,44.36
2018,1,31,3.02,2.7,3.84,1.96,0.61,0.5,0.1,7.41,53.66
2018,2,1,2.82,1.93,3.82,1.98,0.56,0.45,0.09,7.08,50.92
2018,2,2,3.48,5.35,3.9,1.28,0.69,0.55,0.11,8.47,62.41
2018,2,3,3.65,5.6,4.02,1.38,0.71,0.63,0.12,8.69,64.46
2018,2,4,3.76,5.85,4.06,1.19,0.73,0.6,0.12,9.17,66.86
2018,2,5,3.36,3.9,4.12,1.68,0.64,0.62,0.12,8.38,60.35
2018,2,6,3.72,4.85,4.2,1.58,0.7,0.66,0.13,9.25,65.98
2018,2,7,4.01,6.54,4.26,1.23,0.75,0.7,0.14,9.85,71.13
2018,2,8,3.21,1.54,4.24,2.53,0.59,0.62,0.12,8.2,58.14
2018,2,9,4.03,5.82,4.22,1.26,0.73,0.73,0.14,9.92,71.31
2018,2,10,1.41,0.55,4.35,1.17,0.25,0.3,0.06,4.39,28.25
2018,2,11,4.42,8.03,4.59,0.9,0.79,0.66,0.12,10.53,75.96
2018,2,12,3.01,1.8,4.33,2.18,0.53,0.64,0.13,8.09,55.96
2018,2,13,4.18,6.81,4.5,1.25,0.73,0.73,0.15,9.99,73.58
2018,2,14,4.07,4.9,4.51,1.89,0.7,0.78,0.16,9.95,72.65
2018,2,15,3.32,3.03,4.59,1.96,0.57,0.75,0.15,8.45,60.01
2018,2,16,4.43,6,4.82,1.79,0.75,0.8,0.16,10.39,76.44
2018,2,17,4.68,8.71,4.81,0.93,0.78,0.88,0.18,10.88,81.36
2018,2,18,4.78,9.08,4.84,0.8,0.79,0.95,0.2,11.26,83.73
2018,2,19,2.58,1.77,4.79,1.83,0.42,0.65,0.13,7.12,48.58
2018,2,20,3.21,2.7,5.04,1.92,0.52,0.68,0.14,8.3,58.11
2018,2,21,4.93,7.97,5.05,1.14,0.79,0.81,0.16,11.63,84.42
2018,2,22,3.35,1.77,4.96,2.42,0.53,0.66,0.13,8.75,61.2
2018,2,23,4.57,5.75,5.05,1.71,0.72,0.77,0.16,10.95,79.48
2018,2,24,5,7.78,5.35,1.36,0.77,0.85,0.17,11.79,85.5
2018,2,25,5.04,7.51,5.4,1.51,0.77,0.8,0.16,11.96,86.39
2018,2,26,5.3,9.59,5.38,0.83,0.8,0.91,0.18,12.42,91.45
2018,2,27,5.34,9.36,5.41,0.91,0.8,0.95,0.19,12.53,92.4
2018,2,28,4.71,5.63,5.31,2.08,0.7,0.87,0.17,11.49,83.12
2018,3,1,4.98,7.11,5.4,1.48,0.73,0.88,0.17,11.85,87.18
2018,3,2,5.43,9.62,5.49,0.89,0.79,1.02,0.2,12.79,95.09
2018,3,3,5.46,9.65,5.56,0.86,0.79,1.16,0.23,12.91,95.98
2018,3,4,5.36,8.48,5.62,1.17,0.77,1.18,0.23,12.77,94.2
2018,3,5,4.92,6.74,5.85,1.6,0.7,0.96,0.2,11.62,84.66
2018,3,6,5.53,9.27,5.85,1.04,0.77,1.02,0.2,12.81,94.93
2018,3,7,5.73,8.83,5.89,1.15,0.8,1.1,0.22,13.35,98.6
2018,3,8,5.54,7.59,5.76,1.45,0.77,1.09,0.22,13.17,97.17
2018,3,9,5.31,6.65,5.83,1.83,0.73,1.07,0.22,12.79,93.62
2018,3,10,4.13,3.32,5.89,2.43,0.55,0.95,0.19,10.51,74.56
2018,3,11,5.74,7.71,6.12,1.59,0.77,1.09,0.22,13.58,99.3
2018,3,12,4.58,4.87,5.98,2.17,0.61,0.95,0.19,11.38,81.79
2018,3,13,4.95,6.44,6.01,1.72,0.65,1.05,0.21,12.03,87.8
2018,3,14,5.15,3.81,6.09,3.24,0.67,1.18,0.23,12.88,92.71
2018,3,15,4.11,3.88,6.1,2.28,0.53,0.98,0.2,10.68,75.56
2018,3,16,5.73,8.74,6.39,1.17,0.73,1.18,0.23,13.83,100.55
2018,3,17,5.97,8.32,6.37,1.39,0.76,1.27,0.26,14.53,105.15
2018,3,18,3.91,4.06,6.35,1.94,0.49,1,0.2,10.19,71.93
2018,3,19,4.91,4.66,6.54,2.35,0.61,1.12,0.23,12.47,87.98
2018,3,20,4.65,4.39,6.54,2.32,0.58,1.1,0.22,11.86,84.48
2018,3,21,4.76,4.51,6.42,2.43,0.59,1.2,0.24,12.2,87.05
2018,3,22,4.74,4.95,6.41,2.13,0.58,1.3,0.26,12.45,87.94
2018,3,23,5.26,6.26,6.55,1.85,0.63,1.49,0.3,13.47,96.4
2018,3,24,5.76,5.17,6.77,2.95,0.69,1.53,0.3,14.44,103.3
2018,3,25,5.84,6.33,6.78,2.35,0.7,1.62,0.32,14.47,104.36
2018,3,26,5.39,5.67,6.77,2,0.63,1.41,0.28,13.44,96.23
2018,3,27,4.08,3.23,6.76,2.37,0.48,1.07,0.21,10.7,75.47
2018,3,28,3.99,2.25,6.83,2.75,0.46,1.04,0.21,10.69,74.17
2018,3,29,5.1,3.94,6.84,2.8,0.59,1.16,0.23,12.67,90.86
2018,3,30,6.4,6.42,7.03,2.63,0.73,1.59,0.32,16.01,114.37
2018,3,31,5.99,5.42,6.93,2.63,0.68,1.65,0.33,14.98,107.39
2018,4,1,5.77,5.01,6.98,2.63,0.65,1.74,0.34,14.44,103.46
2018,4,2,5.46,4.02,7.11,3.21,0.61,1.73,0.34,14.02,99.14
2018,4,3,7.09,9.79,7.59,1.38,0.79,1.8,0.36,16.99,122.06
2018,4,4,6.36,4.82,7.37,3.33,0.7,1.66,0.33,16.01,113.59
2018,4,5,5.63,3.21,7.35,3.59,0.62,1.65,0.33,14.73,103.17
2018,4,6,2.93,0.99,7.03,2.31,0.32,1.02,0.2,8.66,58.58
2018,4,7,4.56,3.19,7.29,2.57,0.49,1.51,0.3,12.45,85.96
2018,4,8,6.14,6.89,7.52,1.94,0.66,2.08,0.41,15.8,111.55
2018,4,9,5.71,5.12,7.61,2.58,0.61,1.57,0.31,14.57,102.62
2018,4,10,6.37,5.18,7.58,3.4,0.67,1.66,0.34,15.99,114.04
2018,4,11,6.73,7.41,7.51,2.03,0.71,1.9,0.38,17.05,122.02
2018,4,12,6.5,4.84,7.68,3.19,0.68,1.91,0.38,16.4,116.58
2018,4,13,4.82,1.86,7.93,3.66,0.5,1.47,0.29,13.14,89.84
2018,4,14,7.07,9.21,7.98,1.51,0.73,1.73,0.34,17.46,124.38
2018,4,15,6.25,5.3,7.77,3.1,0.64,1.93,0.38,16.09,113.62
2018,4,16,5.09,2.54,7.75,3.48,0.52,1.74,0.34,13.57,94.52
2018,4,17,5.92,6.06,7.93,2.44,0.6,1.8,0.36,14.75,105.75
2018,4,18,7.57,9.53,8.19,1.67,0.77,1.79,0.36,18.43,131.81
2018,4,19,7.15,6.07,7.97,3.06,0.72,2.02,0.41,17.96,127.83
2018,4,20,2.81,1.1,7.63,2.11,0.28,0.94,0.19,8.32,56.62
2018,4,21,2.52,1.21,7.94,1.89,0.25,0.8,0.16,7.67,50.71
2018,4,22,6.92,8.41,8.02,1.73,0.69,2.05,0.41,17.59,125.48
2018,4,23,5.7,3.63,7.92,3.35,0.56,1.74,0.34,15,105.4
2018,4,24,2.85,1.67,8.03,1.86,0.28,1.01,0.2,8.39,56.34
2018,4,25,7.61,9.8,8.43,1.56,0.74,2.06,0.41,18.85,134.55
2018,4,26,6.37,6.87,8.24,2.29,0.62,1.8,0.36,15.97,113.74
2018,4,27,7.84,9.76,8.32,1.67,0.76,2.17,0.44,19.26,138.73
2018,4,28,5.47,3.85,8.13,3.15,0.53,1.7,0.34,14.35,101.1
2018,4,29,6.48,4.73,8.36,3.5,0.62,1.98,0.39,16.88,118.7
2018,4,30,7.19,6.52,8.25,2.73,0.69,1.94,0.38,17.91,128.52
2018,5,1,5.34,2.9,8.39,3.38,0.51,1.55,0.3,14.44,99.43
2018,5,2,3.81,1.95,8.19,2.53,0.36,1.22,0.24,10.9,74.39
2018,5,3,3.63,1.59,8.43,2.64,0.34,1.16,0.23,10.66,71.75
2018,5,4,7.41,9.05,8.56,1.89,0.7,1.85,0.37,18.55,132.88
2018,5,5,6.43,4.39,8.49,3.32,0.6,1.9,0.38,16.84,117.85
2018,5,6,5.94,2.7,8.37,4.18,0.55,1.91,0.38,15.87,111.42
2018,5,7,4.19,1.58,8.36,3.18,0.39,1.41,0.28,11.82,81.21
2018,5,8,8.25,10.96,8.55,1.2,0.77,2.41,0.48,20.51,148.29
2018,5,9,5.81,2.82,8.49,4.08,0.54,1.95,0.39,15.47,108.62
2018,5,10,6.97,7.25,8.57,2.38,0.64,2.3,0.46,18.03,127.7
2018,5,11,7.1,4.52,8.66,4.08,0.65,2.49,0.49,18.49,130.51
2018,5,12,5.26,3.82,8.75,2.81,0.48,1.9,0.38,14.25,97.91
2018,5,13,4.75,3.89,8.72,2.37,0.43,1.67,0.34,12.98,89.68
2018,5,14,5.75,3.41,8.74,3.5,0.52,1.96,0.39,15.45,107.15
2018,5,15,6.82,6.52,8.74,2.68,0.62,2.14,0.43,17.79,125.45
2018,5,16,8.64,10.99,8.98,1.32,0.78,2.77,0.55,21.59,154.3
2018,5,17,7.76,7.93,8.9,2.47,0.7,2.66,0.52,19.92,141.16
2018,5,18,4.21,3.75,8.6,1.66,0.38,1.44,0.29,11.17,78.2
2018,5,19,3.26,1.15,8.75,2.44,0.29,1.3,0.26,9.96,66.32
2018,5,20,4.8,3.52,8.75,2.36,0.43,1.77,0.35,13.21,90.92
2018,5,21,6.53,5.13,8.73,3.21,0.59,2.17,0.44,17.25,121.94
2018,5,22,6.95,4.08,8.76,4.2,0.62,2.32,0.46,17.99,128.29
2018,5,23,6.55,5.79,8.85,2.83,0.58,2.17,0.44,17.34,121.77
2018,5,24,7.65,8.03,8.91,2.29,0.68,2.41,0.48,19.63,139.4
2018,5,25,8.55,10.8,9.08,1.34,0.76,2.84,0.56,21.61,154.23
2018,5,26,6.85,6.39,9.08,2.8,0.6,2.54,0.51,18.1,127.07
2018,5,27,7.61,8,9.03,2.53,0.67,2.75,0.54,19.55,139.2
2018,5,28,5.39,3.12,8.96,3.33,0.48,1.88,0.38,14.62,101.48
2018,5,29,6.65,5.33,9,3.54,0.59,2.16,0.43,17.84,124.76
2018,5,30,6.73,6.22,8.93,2.79,0.59,2.27,0.45,17.89,125.57
2018,5,31,8,9.33,9.16,1.99,0.7,2.93,0.58,20.79,146.76
2018,6,1,9.21,12.59,9.34,0.93,0.8,3.23,0.62,23.16,165.07
2018,6,2,9.34,13.08,9.39,0.76,0.81,3.1,0.61,23.27,166.21
2018,6,3,3.99,1.43,8.54,3.03,0.35,1.59,0.32,11.56,79.65
2018,6,4,8.2,9.67,9.1,1.74,0.71,2.88,0.56,20.83,148.55
2018,6,5,6.6,6.04,9.1,2.6,0.57,2.38,0.48,17.41,122.27
2018,6,6,6.48,4.13,8.96,3.8,0.56,2.34,0.47,17.03,120.24
2018,6,7,6.77,6.41,9.18,2.53,0.59,2.4,0.48,17.6,124.38
2018,6,8,7.71,7.73,9.26,2.84,0.67,2.66,0.53,19.73,139.8
2018,6,9,8.2,9.46,9.15,1.68,0.71,2.82,0.55,21.15,149.67
2018,6,10,8.91,10.98,9.38,1.65,0.77,3.05,0.59,22.23,158.69
2018,6,11,9.33,13.08,9.36,0.8,0.8,3.02,0.59,23.34,167.26
2018,6,12,8.16,8.77,9.02,2.01,0.7,2.81,0.55,20.84,148.84
2018,6,13,7.75,8.35,8.98,2.29,0.67,2.7,0.53,19.89,142.93
2018,6,14,6.39,3.9,8.82,3.43,0.55,2.46,0.48,17.02,119.87
2018,6,15,6.49,5.94,8.88,2.61,0.56,2.52,0.49,17.25,122.3
2018,6,16,4.49,1.72,8.69,3.34,0.39,1.85,0.37,12.92,88.96
2018,6,17,3.97,2.37,8.77,2.49,0.34,1.76,0.34,11.67,79.11
2018,6,18,6.82,6.24,9.08,2.61,0.59,2.69,0.52,18.26,126.93
2018,6,19,6.63,6.12,9.18,2.66,0.57,2.43,0.48,17.6,123.11
2018,6,20,7.78,8.71,9.15,1.79,0.67,2.64,0.52,20.1,142.16
2018,6,21,8.39,9.99,9.28,1.46,0.73,3.2,0.62,21.57,152.41
2018,6,22,6.81,6.77,9.04,2.59,0.59,2.65,0.52,17.94,127.08
2018,6,23,8.05,7.9,9.13,2.92,0.7,2.78,0.55,20.68,147.34
2018,6,24,5.48,4.47,8.93,2.9,0.48,1.8,0.36,14.66,103.63
2018,6,25,8.88,11.7,9.24,1.29,0.77,2.78,0.55,22.46,160.91
2018,6,26,8.54,10.88,9.22,1.1,0.73,3.08,0.6,22.05,156.53
2018,6,27,6.73,6.73,8.98,2.2,0.59,2.42,0.48,17.78,125.39
2018,6,28,7.39,7.42,9.04,2.31,0.64,2.66,0.52,19.26,136.28
2018,6,29,7.87,8.2,9.19,2.09,0.68,2.84,0.55,20.17,143.02
2018,6,30,7.01,7.61,8.95,1.94,0.61,2.38,0.47,18.01,128.48
2018,7,1,8.89,11.34,9.17,1.11,0.77,2.84,0.56,22.12,159.29
2018,7,2,8.04,8.82,8.82,1.78,0.7,2.73,0.53,20.05,144.95
2018,7,3,5.85,5.86,8.86,2.05,0.51,2.06,0.41,15.21,108.36
2018,7,4,6.49,5.71,8.69,2.7,0.56,2.28,0.45,16.78,120.3
2018,7,5,4.94,4.08,8.19,2.16,0.43,1.73,0.34,12.97,94.08
2018,7,6,7.33,7.13,8.57,2.37,0.64,2.73,0.53,19.01,137.3
2018,7,7,6.25,5.8,8.74,2.34,0.55,2.49,0.49,16.95,119.18
2018,7,8,7.17,7.46,8.62,1.9,0.62,2.91,0.56,19.15,136.19
2018,7,9,8.77,11.68,8.9,0.99,0.77,3.21,0.62,22.39,161.51
2018,7,10,8.25,10.65,8.78,1.3,0.73,2.97,0.58,21.41,153.71
2018,7,11,8.43,10.27,8.7,1.46,0.74,3.03,0.59,21.56,155.76
2018,7,12,5.24,4.13,8.46,2.59,0.46,1.95,0.38,14.17,100.36
2018,7,13,6.76,6.73,8.8,2.5,0.59,2.55,0.51,18.32,128.09
2018,7,14,7.16,7.52,8.66,2.18,0.63,2.6,0.52,18.91,134.44
2018,7,15,3.1,1.75,8.35,1.98,0.27,1.34,0.27,9.37,62.65
2018,7,16,7.63,8.45,8.67,1.66,0.68,2.84,0.55,19.87,141.88
2018,7,17,6.48,5.57,8.51,2.46,0.58,2.51,0.49,17.52,123.52
2018,7,18,7.33,6.47,8.65,2.71,0.66,2.76,0.54,19.12,135.86
2018,7,19,7.24,5.85,8.74,2.81,0.65,2.77,0.54,19.07,134.26
2018,7,20,5.43,2.49,8.49,3.5,0.48,2.15,0.43,14.85,103.3
2018,7,21,5.86,5.27,8.27,2.3,0.52,2.15,0.42,15.68,111.82
2018,7,22,5.27,3.98,8.28,2.58,0.48,2.01,0.4,14.52,102.11
2018,7,23,4.75,3.6,8.22,2.34,0.43,1.83,0.36,13.09,91.95
2018,7,24,6.64,6.7,8.39,2.09,0.6,2.54,0.5,17.69,125.57
2018,7,25,5.21,4.39,8.29,2.44,0.48,2.02,0.4,14.2,100.3
2018,7,26,6.37,6,8.31,2.48,0.58,2.27,0.45,16.76,119.85
2018,7,27,5.95,4.72,8.11,2.7,0.55,2.2,0.44,15.79,112.55
2018,7,28,4.94,3.81,7.92,2.35,0.45,1.75,0.34,13.02,93.69
2018,7,29,6.19,5.66,7.96,2.46,0.57,2.09,0.41,15.7,115.21
2018,7,30,7.52,8.9,8.39,1.68,0.7,2.51,0.49,19.02,137.67
2018,7,31,8.2,10.89,8.52,0.97,0.76,2.66,0.52,20.66,148.99
2018,8,1,4.37,1.88,7.82,3.1,0.41,1.6,0.32,12.11,84.82
2018,8,2,6.34,4.67,7.69,3.03,0.59,2.09,0.41,16,116.88
2018,8,3,3.36,1.64,7.25,2.45,0.31,1.14,0.23,9.26,66.59
2018,8,4,5.93,5.48,8.04,2.34,0.55,2.05,0.41,15.59,111.12
2018,8,5,5.81,4.17,8.04,2.9,0.55,2.28,0.45,15.88,110.94
2018,8,6,6.27,6.56,7.95,2.16,0.59,2.25,0.45,16.25,117.34
2018,8,7,6.94,6.84,7.89,2.21,0.66,2.35,0.46,17.61,127.92
2018,8,8,6.28,5.65,7.99,2.33,0.6,2.17,0.43,16.19,115.62
2018,8,9,7.07,7.52,7.99,1.97,0.68,2.42,0.48,18.27,130.84
2018,8,10,7.19,8.28,8.02,2.08,0.69,2.34,0.46,18.12,131.62
2018,8,11,8.11,11.34,8.21,0.95,0.78,2.53,0.5,20,145.45
2018,8,12,7.49,9.42,7.93,1.45,0.73,2.34,0.46,18.39,134.92
2018,8,13,7.08,7.79,7.81,1.77,0.69,2.28,0.45,17.38,127.09
2018,8,14,5.7,4.98,7.44,2.38,0.55,1.94,0.38,14.62,105.98
2018,8,15,5.86,4.17,7.39,2.93,0.58,2.08,0.41,14.98,108.25
2018,8,16,4.93,3.31,7.54,2.65,0.48,1.82,0.36,13.02,92.09
2018,8,17,4.75,3.68,7.13,2.45,0.47,1.6,0.32,12.32,89.49
2018,8,18,5.07,4.49,7.45,2.52,0.51,1.74,0.34,13.35,95.8
2018,8,19,5.03,3.73,7.14,2.6,0.5,1.66,0.33,12.68,91.86
2018,8,20,6.91,7.47,7.19,1.86,0.7,2.18,0.43,16.35,122.83
2018,8,21,2.97,1.18,7.25,2.22,0.3,1.16,0.23,8.5,58.27
2018,8,22,4.54,2.65,7.29,2.87,0.46,1.72,0.34,12.51,86.84
2018,8,23,7.18,9.12,7.4,1.36,0.73,2.34,0.46,17.73,130.48
2018,8,24,6.41,6.52,7.01,1.93,0.66,1.97,0.39,15.14,113.25
2018,8,25,4.85,2.04,7.14,3.46,0.5,1.78,0.35,13.05,91.91
2018,8,26,5.95,6.35,7.4,2.18,0.62,2.05,0.41,15.59,111.38
2018,8,27,6.72,8.75,7.48,1.34,0.7,2.27,0.45,17.21,123.48
2018,8,28,6.45,7.96,7.46,1.54,0.68,2.05,0.41,16.1,116.45
2018,8,29,6.69,8.6,7.42,1.21,0.71,2.23,0.44,16.91,121.66
2018,8,30,5.95,5.95,7.3,2.1,0.63,2.16,0.42,15.52,110.12
2018,8,31,4.08,1.87,7.19,2.93,0.44,1.58,0.31,11.31,78.01
2018,9,1,4.37,2.21,7.2,3.07,0.47,1.66,0.33,12.07,83.45
2018,9,2,5.26,4.13,6.98,2.63,0.57,1.73,0.34,13.8,98.62
2018,9,3,3.16,1.38,6.98,2.37,0.34,1.14,0.23,9.15,61.95
2018,9,4,5.18,5.12,6.93,1.94,0.57,1.61,0.32,13.41,96.23
2018,9,5,4,2.29,6.85,2.48,0.45,1.47,0.29,10.81,75.45
2018,9,6,4.3,3.09,6.8,2.48,0.48,1.58,0.3,11.59,81.69
2018,9,7,6.66,9.51,6.93,1.05,0.74,2.15,0.42,16.34,120.35
2018,9,8,5.92,7.47,6.84,1.43,0.66,2.02,0.39,15,108.68
2018,9,9,5.35,5.32,6.81,1.85,0.61,1.95,0.38,13.84,98.73
2018,9,10,5.86,5.74,6.83,2.43,0.67,1.91,0.38,14.84,107.28
2018,9,11,5.2,6.46,6.67,1.78,0.6,1.66,0.33,13.4,97.2
2018,9,12,6.82,10.87,6.81,0.61,0.79,2.14,0.42,16.66,122.91
2018,9,13,6.68,10.73,6.81,0.68,0.78,-999,0.41,16.3,120.21
2018,9,14,6.87,11.26,6.84,0.55,0.81,2.06,0.41,16.48,121.86
2018,9,15,6.66,10.89,6.64,0.54,0.79,2.09,0.41,16.3,120.57
2018,9,16,5.29,6.8,6.45,1.38,0.63,1.85,0.36,13.5,97.4
2018,9,17,4.74,5.71,6.37,1.5,0.57,1.8,0.34,12.45,88.55
2018,9,18,5.48,7.35,6.33,1.37,0.66,1.96,0.38,13.93,100.95
2018,9,19,4.34,3.45,6.16,2.34,0.53,1.62,0.3,11.25,80.37
2018,9,20,5.27,6.26,6.34,1.76,0.65,1.78,0.34,13.29,95.53
2018,9,21,6.21,9.96,6.3,0.7,0.77,1.81,0.36,15.09,111.64
2018,9,22,6.37,10.69,6.35,0.59,0.8,1.88,0.38,15.23,112.91
2018,9,23,5.56,7.91,6.16,1.29,0.7,1.67,0.33,13.79,100.85
2018,9,24,3.82,3.63,5.98,1.92,0.48,1.22,0.23,10.09,71.47
2018,9,25,6.27,10.46,6.33,0.67,0.8,1.62,0.33,14.89,109.68
2018,9,26,6.09,9.61,6.17,0.75,0.79,1.45,0.3,14.39,106.81
2018,9,27,5.71,7.78,6.03,1.6,0.75,1.46,0.29,13.97,102.66
2018,9,28,5.51,9.31,6.05,0.73,0.73,1.42,0.29,13.3,98.06
2018,9,29,4.87,5.28,5.83,2.09,0.65,1.38,0.27,12.17,88.45
2018,9,30,5.33,7.3,5.85,1.51,0.72,1.53,0.3,13.09,96.07
2018,10,1,2.72,1.19,5.54,2.1,0.37,0.98,0.19,7.73,52.8
2018,10,2,2.6,1.14,5.46,1.97,0.35,1.02,0.2,7.61,51.07
2018,10,3,4.91,7.6,5.59,1.07,0.68,1.5,0.3,12.34,90.16
2018,10,4,4.51,5.97,5.52,1.42,0.62,1.36,0.27,11.4,82.82
2018,10,5,4.26,6.05,5.53,1.23,0.6,1.2,0.23,10.73,77.61
2018,10,6,2.96,1.82,5.4,2.03,0.42,0.94,0.18,8.03,55.33
2018,10,7,3.09,2.46,5.1,1.9,0.45,0.89,0.17,8.04,56.98
2018,10,8,2.07,1.38,5.27,1.41,0.3,0.64,0.12,5.88,39.77
2018,10,9,1.68,0.67,5.26,1.34,0.24,0.5,0.1,5.02,33.02
2018,10,10,2,1.54,5.23,1.26,0.3,0.59,0.12,5.59,37.88
2018,10,11,2.75,1.89,5.13,1.88,0.41,0.79,0.16,7.42,51.63
2018,10,12,4.84,7.94,5.25,1.13,0.73,1.1,0.22,11.53,86
2018,10,13,5.06,9.27,5.19,0.69,0.77,1.11,0.23,11.88,89.33
2018,10,14,1.88,1.19,5.13,1.37,0.29,0.55,0.11,5.35,35.77
2018,10,15,4.68,7.76,5.33,0.97,0.73,0.95,0.2,10.73,80.01
2018,10,16,4.89,9.05,5.13,0.69,0.77,1.06,0.21,11.38,85.58
2018,10,17,2.93,3.17,4.91,1.56,0.46,0.84,0.16,7.59,53.66
2018,10,18,3.9,5.78,4.86,1.22,0.62,1.01,0.2,9.45,69.95
2018,10,19,4.61,8.43,4.87,0.75,0.74,1.06,0.21,10.77,81.45
2018,10,20,4.76,9.35,4.81,0.55,0.77,1.1,0.22,11.01,84.16
2018,10,21,4.56,8.65,4.73,0.67,0.75,1.16,0.23,10.73,81.37
2018,10,22,3.53,4.84,4.57,1.3,0.59,0.92,0.18,8.7,64.07
2018,10,23,2.69,1.19,4.45,2.18,0.45,0.76,0.15,7.21,50.41
2018,10,24,2.81,1.18,4.43,2.25,0.48,0.77,0.16,7.44,52.24
2018,10,25,3.7,5.69,4.5,1.2,0.63,0.83,0.16,8.8,65.82
2018,10,26,3.92,6.16,4.41,1.3,0.68,0.85,0.17,9.18,69.65
2018,10,27,3.34,3.47,4.41,1.84,0.59,0.88,0.17,8.37,60.69
2018,10,28,4.28,8.5,4.37,0.69,0.76,0.96,0.2,9.81,75.65
2018,10,29,3.74,3.99,4.3,2.01,0.67,0.88,0.17,8.88,66.51
2018,10,30,1.17,0.63,4.01,0.9,0.21,0.36,0.07,3.52,23.12
2018,10,31,2.71,4.14,4.23,0.99,0.5,0.55,0.11,6.58,48.5
2018,11,1,3.18,5.5,4.22,0.9,0.59,0.59,0.12,7.47,56.29
2018,11,2,3,4.38,4.08,1.24,0.56,0.55,0.11,7.28,54.24
2018,11,3,2.43,2.38,4.09,1.38,0.46,0.53,0.11,6.21,44.23
2018,11,4,1.9,0.86,3.99,1.55,0.36,0.44,0.09,5.25,35.77
2018,11,5,3.14,5.81,4.04,0.85,0.61,0.58,0.12,7.32,55.33
2018,11,6,2.89,5.03,4.07,0.95,0.56,0.57,0.12,6.79,50.84
2018,11,7,3.45,6.06,3.88,1.04,0.68,0.63,0.12,7.67,59.25
2018,11,8,3.07,5.28,3.96,1.08,0.61,0.59,0.12,6.97,52.73
2018,11,9,3.84,8.28,4.01,0.62,0.77,0.63,0.12,8.48,65.55
2018,11,10,3.52,6.64,3.87,0.84,0.72,0.63,0.12,8.04,61.52
2018,11,11,1.47,1.26,3.78,0.98,0.3,0.31,0.06,3.88,27.14
2018,11,12,2.43,4.23,3.84,0.71,0.5,0.36,0.07,5.62,41.98
2018,11,13,3.14,6.56,3.72,0.6,0.66,0.5,0.1,7.29,55.53
2018,11,14,3.21,6.9,3.63,0.66,0.68,0.58,0.12,7.3,56.72
2018,11,15,3.28,6.65,3.57,0.72,0.7,0.56,0.12,7.42,57.66
2018,11,16,2.01,2.42,3.53,1.13,0.43,0.38,0.08,5,36.16
2018,11,17,1.61,1.7,3.32,0.97,0.35,0.3,0.06,4.1,29.34
2018,11,18,3.34,7.42,3.59,0.65,0.73,0.5,0.1,7.34,57.29
2018,11,19,3.27,7.48,3.5,0.59,0.73,0.49,0.1,7.28,57.02
2018,11,20,3.3,7.68,3.48,0.57,0.74,0.49,0.1,7.28,57.18
2018,11,21,3.31,7.66,3.45,0.61,0.74,0.49,0.1,7.24,57.11
