-BEGIN HEADER-,,,,,,,,,,,Los Angeles
2018,2,20,5.46,10.18,5.47,0.54,0.79,0.91,0.19,11.73,93.96
2018,2,21,5.06,8.56,5.3,0.83,0.73,0.79,0.16,10.92,87.98
2018,2,22,4.43,6.99,5.32,0.98,0.62,0.72,0.14,9.85,77.73
2018,2,23,4.83,7.79,5.59,1,0.68,0.81,0.16,10.53,83.16
2018,2,24,5.58,9.71,5.61,0.74,0.78,0.88,0.18,11.86,95.32
2018,2,25,5.6,9.83,5.59,0.63,0.77,0.9,0.18,12.12,97.02
2018,2,26,5.42,8.71,5.48,0.88,0.74,0.89,0.18,11.7,94.32
2018,2,27,4.32,5.64,5.48,1.53,0.59,0.7,0.14,9.64,75.66
2018,2,28,5.5,8.83,5.53,0.83,0.74,0.84,0.16,11.94,96.2
2018,3,1,5,6.9,5.61,1.41,0.67,1,0.2,11.69,90.49
2018,3,2,2.59,2.21,5.59,1.52,0.34,0.64,0.13,6.81,49.07
2018,3,3,3.37,2.36,5.66,2.09,0.45,0.81,0.16,8.56,62.84
2018,3,4,5.86,9.5,6,0.83,0.77,1.17,0.23,13.02,102.23
2018,3,5,6.01,9.5,6.12,0.85,0.78,1.35,0.27,13.41,105.02
2018,3,6,5.99,9.35,6.15,1.09,0.77,1.38,0.27,13.34,104.46
2018,3,7,3.43,1.26,5.87,2.69,0.44,1.02,0.2,8.71,63.26
2018,3,8,5.55,6.9,5.87,1.62,0.7,1.52,0.3,13.05,101.66
2018,3,9,5.3,5.76,5.91,2.06,0.66,1.5,0.3,12.9,98.73
2018,3,10,2.21,0.9,5.72,1.68,0.27,0.76,0.15,6.48,44.64
2018,3,11,3.17,1.97,5.88,2.13,0.39,0.89,0.18,8.33,59.96
2018,3,12,5.01,4.51,6,2.45,0.62,1.36,0.27,12.18,92.66
2018,3,13,2.92,1.48,6.01,2.04,0.36,0.95,0.19,8.16,57.54
2018,3,14,4.41,4.16,6.21,2,0.53,1.11,0.22,10.88,81.16
2018,3,15,6.04,8.87,6.55,1.05,0.73,1.27,0.26,13.8,106.37
2018,3,16,4,4.13,6.37,1.76,0.48,0.98,0.2,9.9,73.37
2018,3,17,5.24,6.1,6.48,1.77,0.62,1.2,0.24,12.39,93.92
2018,3,18,5.9,5.44,6.57,2.71,0.7,1.25,0.25,13.73,105.02
2018,3,19,6.24,7.21,6.6,1.85,0.73,1.33,0.27,14.28,110.52
2018,3,20,3.13,1.27,6.2,2.35,0.36,0.84,0.17,8.37,60.71
2018,3,21,1.49,0.64,6.2,1.12,0.17,0.5,0.1,4.72,31.75
2018,3,22,1.83,1,6.25,1.22,0.21,0.6,0.12,5.43,37.27
2018,3,23,6.26,8.14,6.77,1.37,0.71,1.45,0.29,14.33,110.92
2018,3,24,5.39,6.62,6.89,1.48,0.61,1.35,0.27,12.77,96.23
2018,3,25,5.96,8.04,7.02,1.3,0.66,1.35,0.27,13.85,105.73
2018,3,26,6.81,9.97,7.08,0.95,0.76,1.44,0.29,15.59,120.46
2018,3,27,7.06,10.55,7.13,0.81,0.78,1.43,0.29,16.12,124.91
2018,3,28,6.86,9.86,6.91,0.89,0.75,1.48,0.3,15.84,123.51
2018,3,29,6.78,9.59,6.9,0.95,0.74,1.61,0.33,15.77,122.79
2018,3,30,6.68,7.62,7.06,1.69,0.73,1.8,0.36,15.35,118.72
2018,3,31,6.02,4.03,7.03,3.2,0.65,1.84,0.36,14.27,108.75
2018,4,1,5.34,2.29,7.05,3.79,0.57,1.62,0.32,13.19,98.28
2018,4,2,5.84,5.71,7,2.17,0.62,1.48,0.3,13.95,106.47
2018,4,3,6.86,9.06,7.09,1.21,0.73,1.68,0.34,16.06,124.43
2018,4,4,6.36,6.85,7.13,1.82,0.67,1.67,0.34,15.28,116.18
2018,4,5,6.04,4.95,7.08,2.91,0.63,1.67,0.33,14.49,110.76
2018,4,6,5.72,3.32,7.05,3.57,0.59,1.83,0.36,14.79,109.47
2018,4,7,5.13,4.77,6.96,2.23,0.53,1.74,0.34,13.39,99.35
2018,4,8,7.15,9.34,7.58,1.39,0.73,2.07,0.41,16.88,128.61
2018,4,9,7.43,9.67,7.69,1.62,0.77,1.95,0.38,16.93,130.66
2018,4,10,7.21,7.83,7.46,1.95,0.73,2.11,0.41,16.95,130.31
2018,4,11,7.48,10.25,7.63,1.02,0.76,2.08,0.41,17.48,133.98
2018,4,12,7.33,9.83,7.94,1.19,0.74,1.98,0.4,16.95,128.44
2018,4,13,7.83,10.94,7.89,0.99,0.79,1.88,0.38,17.61,136.02
2018,4,14,7.89,11,7.91,0.95,0.79,2.01,0.4,17.62,136.58
2018,4,15,5.58,2.81,7.46,3.74,0.55,1.64,0.33,13.69,102.86
2018,4,16,6.33,7.46,7.92,1.85,0.62,1.75,0.35,15.2,114.06
2018,4,17,7.89,11,7.98,0.9,0.78,1.85,0.38,18.15,139.31
2018,4,18,7.41,8.94,7.81,1.82,0.73,1.84,0.37,17.11,131.99
2018,4,19,5.94,6.36,7.8,1.93,0.58,1.51,0.3,14.2,106.42
2018,4,20,7.76,10.15,7.83,1.1,0.76,1.79,0.36,17.94,138.59
2018,4,21,7.45,8.19,7.86,1.9,0.73,2.02,0.41,17.38,133.38
2018,4,22,7.76,10.28,7.8,1.02,0.75,2.12,0.42,18.12,140.12
2018,4,23,7.87,10.58,8.05,0.96,0.76,2.12,0.42,18.67,142.21
2018,4,24,7.24,7.66,7.95,2.48,0.7,1.94,0.39,16.92,130.15
2018,4,25,7.46,8.81,7.8,1.45,0.71,1.99,0.4,17.25,133.63
2018,4,26,7.71,10.04,7.82,1.03,0.73,2.06,0.41,18.25,140.66
2018,4,27,7.9,10.35,8.24,1.04,0.75,2.08,0.41,18.48,140.7
2018,4,28,7.99,10.65,8.15,1.09,0.76,2.05,0.41,18.65,143.15
2018,4,29,7.15,8.68,8.2,1.61,0.67,1.82,0.37,17.15,129.42
2018,4,30,5.2,3.24,8.01,3.32,0.49,1.34,0.27,13.02,96.17
2018,5,1,3.51,2.08,7.7,2.18,0.33,0.87,0.17,8.98,66.13
2018,5,2,5.13,4.1,7.8,2.17,0.48,1.21,0.24,12.7,94.16
2018,5,3,8.11,10.43,8.16,1.1,0.76,1.77,0.36,18.81,145.21
2018,5,4,7.9,9.14,8.19,1.77,0.73,1.93,0.39,18.32,141.3
2018,5,5,7.32,5.62,8.21,3.29,0.68,2.02,0.41,17.51,132.98
2018,5,6,5.98,2.91,8.39,4.03,0.55,1.95,0.39,15.06,110.43
2018,5,7,8.27,10.97,8.31,0.93,0.76,2.53,0.49,19.44,149.04
2018,5,8,7.68,8.44,8.06,2.21,0.7,2.25,0.45,17.97,139.64
2018,5,9,8.09,10.65,8.17,0.94,0.74,2.45,0.48,19.36,148.48
2018,5,10,8.16,9.97,8.41,1.12,0.74,2.38,0.47,19.88,149.84
2018,5,11,4.5,3.25,8.25,2.29,0.41,1.41,0.28,11.77,84.94
2018,5,12,5.27,5.18,8.47,1.77,0.48,1.6,0.32,13.34,96.99
2018,5,13,5.85,6.17,8.31,1.85,0.53,1.57,0.31,14.49,108.37
2018,5,14,8.09,10.04,8.31,1.4,0.73,2.16,0.43,19.3,147.95
2018,5,15,8.27,10.69,8.42,1.09,0.74,2.37,0.47,19.64,150.3
2018,5,16,8.53,11.13,8.6,1.03,0.77,2.43,0.48,19.95,152.77
2018,5,17,8.39,10.88,8.53,1.08,0.75,2.29,0.45,19.99,152.55
2018,5,18,7.25,7.79,8.35,1.74,0.65,1.95,0.39,17.46,132.52
2018,5,19,7.05,8.1,8.24,1.51,0.63,1.89,0.38,16.87,129.35
2018,5,20,5.89,4.63,8.32,2.33,0.52,1.64,0.33,14.54,108.48
2018,5,21,4.74,3.67,8.02,2.16,0.42,1.28,0.26,11.73,87.48
2018,5,22,6.51,6.58,8.19,1.91,0.58,1.64,0.33,15.8,120.23
2018,5,23,6.43,6.86,8.31,1.79,0.57,1.78,0.35,15.7,119.28
2018,5,24,5.79,6.02,8.57,1.64,0.52,1.73,0.34,14.48,107.59
2018,5,25,6.14,5.61,8.63,2.29,0.55,1.86,0.38,15.7,115.09
2018,5,26,6.92,7.18,8.52,2.1,0.61,2.03,0.41,17.2,128.98
2018,5,27,8.17,10.15,8.53,1.19,0.72,2.27,0.45,19.63,149.82
2018,5,28,8.37,10.57,8.65,1.14,0.73,2.46,0.49,20.23,153.42
2018,5,29,7.32,6.89,8.42,2.25,0.64,2.34,0.46,17.88,135.22
2018,5,30,5.69,5.81,8.47,1.78,0.5,1.84,0.37,14.24,106.32
2018,5,31,7.23,7.52,8.87,2.08,0.63,2.34,0.46,17.97,132.62
2018,6,1,8.66,11.51,8.72,0.84,0.76,2.65,0.52,20.78,158.31
2018,6,2,8.6,11.12,8.69,0.98,0.75,2.63,0.52,20.53,156.89
2018,6,3,8.67,11.16,8.74,1.02,0.76,2.54,0.5,20.23,155.68
2018,6,4,8.25,9.37,8.82,2.18,0.72,2.45,0.48,19.8,150.46
2018,6,5,7.44,8.87,8.54,1.53,0.65,2.31,0.46,18.35,138.91
2018,6,6,7.94,9.76,8.83,1.2,0.7,2.46,0.48,19.41,145.72
2018,6,7,8.22,9.96,8.64,1.25,0.72,2.44,0.48,19.6,149.78
2018,6,8,8.51,10.61,8.59,1.16,0.74,2.5,0.49,20.21,155.42
2018,6,9,8.7,11.41,8.78,0.93,0.76,2.62,0.52,21.1,160.06
2018,6,10,8.61,11.16,8.75,0.97,0.75,2.56,0.51,20.91,158.66
2018,6,11,8.51,11.11,8.57,0.88,0.74,2.61,0.52,20.79,158.35
2018,6,12,8.53,11.16,8.61,0.89,0.74,2.66,0.52,20.59,157.62
2018,6,13,8.69,11.43,8.83,0.88,0.76,2.72,0.53,21.04,159.41
2018,6,14,8.68,11.09,8.9,1,0.76,2.77,0.55,21.3,159.75
2018,6,15,7.17,5.95,8.72,3.47,0.62,2.35,0.47,17.9,134.25
2018,6,16,6.75,6.97,8.84,1.89,0.59,2.34,0.46,17.2,127.01
2018,6,17,5.55,5.32,8.95,2,0.48,1.88,0.37,14.3,103.79
2018,6,18,8.66,11.26,8.83,0.94,0.75,2.76,0.54,21.02,159.14
2018,6,19,8.68,11.04,8.84,1.09,0.75,-999,0.55,20.53,156.86
2018,6,20,8.7,11.1,8.89,1.08,0.76,2.92,0.56,20.55,156.73
2018,6,21,8.56,11.04,9.03,1.05,0.74,2.93,0.56,20.54,154.83
2018,6,22,8.6,10.84,9.04,1.09,0.75,2.98,0.58,20.84,156.15
2018,6,23,7.95,9.88,8.74,1.21,0.69,2.59,0.51,19.54,147.47
2018,6,24,7.73,9.42,8.51,1.15,0.67,2.43,0.48,18.93,144.18
2018,6,25,8.48,10.68,8.64,1.03,0.73,2.64,0.52,20.39,155.74
2018,6,26,8.49,10.72,8.67,1.02,0.74,2.7,0.53,20.48,155.99
2018,6,27,8.64,11.23,8.78,0.99,0.75,2.76,0.54,20.95,158.97
2018,6,28,8.73,11.58,8.92,0.87,0.76,2.74,0.54,21.23,159.94
2018,6,29,8.02,9.5,8.69,1.28,0.7,2.45,0.48,19.6,147.88
2018,6,30,7.77,9.23,8.41,1.19,0.68,2.38,0.47,18.88,144.26
2018,7,1,8.08,9.8,8.34,1.11,0.7,2.52,0.49,19.48,149.9
2018,7,2,8.35,10.36,8.5,1.06,0.73,2.64,0.52,20.21,154.4
2018,7,3,8.31,10.37,8.63,1.05,0.73,2.7,0.52,20.37,153.98
2018,7,4,8.67,11.22,8.88,0.9,0.76,2.75,0.54,20.92,157.93
2018,7,5,8.41,10.27,8.86,1.58,0.73,2.69,0.53,20.24,153.16
2018,7,6,8.37,10.33,8.51,1.24,0.73,2.83,0.55,20.42,155.61
2018,7,7,6.84,6.61,7.95,2.15,0.6,2.3,0.45,16.78,129.4
2018,7,8,7.42,7.98,7.93,1.74,0.65,2.48,0.48,18.34,141.22
2018,7,9,7.01,5.17,7.97,3.2,0.62,2.43,0.48,17.72,135.18
2018,7,10,6.81,5.88,7.99,2.55,0.6,2.38,0.46,17.1,130.06
2018,7,11,6.9,6.5,8,2.27,0.61,2.41,0.47,17.38,132.02
2018,7,12,7.05,6.19,7.81,2.41,0.62,2.47,0.48,17.81,135.2
2018,7,13,8.02,9.47,8.12,1.41,0.71,2.69,0.52,19.95,152.24
2018,7,14,8.15,10,8.19,1.18,0.72,2.7,0.52,20.12,153.72
2018,7,15,8.04,9.62,8.11,1.33,0.71,2.67,0.52,19.59,150.68
2018,7,16,7.68,8.26,8.05,2.01,0.68,2.59,0.51,18.75,144.15
2018,7,17,7.69,8.88,8,1.4,0.69,2.56,0.5,18.71,144.12
2018,7,18,5.96,4.11,7.81,3.2,0.53,2.06,0.41,15.35,116.08
2018,7,19,7.92,9.58,8.04,1.27,0.71,2.71,0.53,20,151.98
2018,7,20,7.98,9.96,8.05,1.12,0.71,2.78,0.54,20.27,153.52
2018,7,21,7.56,7.55,8,2.38,0.68,2.57,0.5,18.94,144.18
2018,7,22,8.04,10.08,8.11,1.09,0.72,2.66,0.52,20.12,152.8
2018,7,23,8.03,9.99,8.12,1.17,0.73,2.66,0.52,19.91,151.57
2018,7,24,7.98,9.85,8.13,1.23,0.72,2.62,0.51,19.67,149.84
2018,7,25,8.18,10.15,8.31,1.23,0.74,2.65,0.52,19.76,150.62
2018,7,26,7.93,9.53,8.11,1.33,0.72,2.55,0.5,19.2,147
2018,7,27,7.81,8.85,8.01,1.55,0.71,2.49,0.48,18.75,144.29
2018,7,28,7.74,8.38,7.99,1.69,0.7,2.49,0.48,18.48,142.25
2018,7,29,7.81,8.85,7.91,1.61,0.71,2.51,0.49,18.86,145.32
2018,7,30,7.29,7.64,7.67,1.86,0.66,2.38,0.46,17.85,137.54
2018,7,31,7.23,7.78,7.62,1.84,0.66,2.31,0.45,17.84,137.56
2018,8,1,7.58,8.77,7.64,1.43,0.7,2.43,0.48,18.86,144.66
2018,8,2,7.65,8.81,7.77,1.47,0.7,2.46,0.48,18.88,144.4
2018,8,3,8.02,10.4,8.04,1.01,0.74,2.61,0.51,19.59,149.17
2018,8,4,8.07,10.43,8.1,1.04,0.75,2.59,0.5,19.22,147.22
2018,8,5,8.22,10.93,8.27,1,0.77,2.66,0.52,19.6,149.17
2018,8,6,8.16,10.8,8.2,0.98,0.77,2.6,0.51,19.23,147.24
2018,8,7,7.98,10.11,8.02,1.15,0.75,2.52,0.48,18.54,143.33
2018,8,8,7.75,9.34,7.79,1.34,0.73,2.4,0.47,18.08,140.54
2018,8,9,7.06,6.96,7.52,1.98,0.66,2.21,0.43,16.72,129.66
2018,8,10,6.27,5.66,7.15,2.4,0.59,1.91,0.38,14.88,117.19
2018,8,11,7.12,7.56,7.13,1.8,0.67,2.15,0.42,16.7,132.18
2018,8,12,7.18,8.01,7.3,1.68,0.69,2.22,0.44,17.04,133.7
2018,8,13,7.44,9.07,7.45,1.29,0.71,2.42,0.47,18.07,139.74
2018,8,14,7.57,9.8,7.6,1.06,0.73,2.48,0.48,18.68,142.76
2018,8,15,7.56,9.82,7.61,1.08,0.73,2.47,0.48,18.59,142.15
2018,8,16,7.29,9.02,7.42,1.28,0.7,2.38,0.47,18.07,138.48
2018,8,17,7.27,9,7.4,1.23,0.7,2.29,0.45,17.76,136.77
2018,8,18,7.27,9.24,7.46,1.12,0.71,2.32,0.45,17.64,135.73
2018,8,19,7.59,10.26,7.61,0.89,0.74,2.45,0.48,18.48,141.2
2018,8,20,7.12,8.5,7.54,1.62,0.7,2.35,0.46,17.64,133.78
2018,8,21,7.22,9.59,7.56,0.96,0.71,2.41,0.47,17.87,135.34
2018,8,22,7.52,10.13,7.55,0.92,0.74,2.45,0.48,18.3,139.6
2018,8,23,7.65,10.67,7.66,0.81,0.76,2.48,0.48,18.45,140.65
2018,8,24,7.57,9.64,7.72,1.33,0.76,2.35,0.46,17.65,135.29
2018,8,25,7.3,9.53,7.49,1.06,0.73,2.27,0.45,17.42,133.46
2018,8,26,7.29,9.65,7.58,0.97,0.73,2.26,0.45,17.43,132.63
2018,8,27,7.17,9.38,7.44,1.18,0.73,2.23,0.44,17.31,132.05
2018,8,28,6.94,8.22,7.34,1.32,0.7,2.27,0.45,17.05,129.08
2018,8,29,7.18,9.4,7.3,1.16,0.73,2.29,0.45,17.32,132.75
2018,8,30,6.95,8.03,7.44,1.92,0.71,2.26,0.45,16.76,127.21
2018,8,31,7.41,10.53,7.4,0.75,0.77,2.34,0.45,17.45,134.25
2018,9,1,7,9.47,7.14,0.92,0.73,2.22,0.43,16.84,129.42
2018,9,2,6.56,8.42,7.01,1.05,0.69,2.06,0.41,15.84,121.59
2018,9,3,6.3,7.8,6.88,1.17,0.66,1.98,0.39,15.33,117.81
2018,9,4,6.46,8.21,6.8,1.13,0.68,1.96,0.38,15.62,120.55
2018,9,5,6.19,7.65,6.81,1.25,0.66,1.86,0.37,14.81,114.7
2018,9,6,6.76,9.18,7,0.97,0.72,2.07,0.41,16.09,124.06
2018,9,7,7.04,9.93,7.13,0.88,0.75,2.16,0.42,16.54,127.3
2018,9,8,7.1,10.39,7.15,0.75,0.77,2.22,0.44,16.8,128.84
2018,9,9,7.05,10.59,7.11,0.69,0.77,2.21,0.43,16.76,128.5
2018,9,10,7.02,10.39,7.06,0.71,0.77,2.13,0.42,16.48,126.79
2018,9,11,6.93,10.18,6.99,0.74,0.76,2.1,0.41,16.36,125.72
2018,9,12,6.9,10.4,6.94,0.67,0.76,2.11,0.41,16.59,126.81
2018,9,13,7,10.75,7,0.63,0.77,2.06,0.41,16.54,126.94
2018,9,14,6.81,10.34,6.82,0.7,0.76,2.03,0.4,16.25,124.98
2018,9,15,6.82,10.44,6.83,0.68,0.77,2.02,0.4,16.14,124.22
2018,9,16,6.86,10.53,6.86,0.64,0.77,2.03,0.4,16.05,123.91
2018,9,17,6.91,10.73,6.92,0.62,0.78,2.12,0.41,15.98,123.19
2018,9,18,6.81,10.61,6.81,0.61,0.78,2.11,0.41,15.84,122.31
2018,9,19,6.84,10.75,6.83,0.58,0.79,1.98,0.39,15.7,121.46
2018,9,20,6.72,10.26,6.74,0.7,0.78,1.8,0.36,15.23,118.44
2018,9,21,6.49,9.82,6.49,0.73,0.76,1.73,0.34,14.92,116.57
2018,9,22,6.18,9.28,6.28,0.82,0.73,1.7,0.34,14.71,114.47
2018,9,23,6.17,9.2,6.25,0.83,0.73,1.69,0.34,14.59,113.73
2018,9,24,6.22,9,6.34,0.86,0.74,1.76,0.35,14.53,112.75
2018,9,25,5.87,8.59,6.21,0.92,0.7,1.66,0.33,13.81,107.31
2018,9,26,6.1,8.58,6.2,1.03,0.73,1.66,0.33,13.97,109.45
2018,9,27,5.88,8.31,6.09,1.18,0.71,1.6,0.31,13.53,106.23
2018,9,28,5.57,6.99,6.08,1.68,0.68,1.6,0.31,13.08,101.42
2018,9,29,6.05,9.03,6.16,0.84,0.75,1.7,0.34,14.12,109.71
2018,9,30,5.9,8.96,5.97,0.82,0.73,1.59,0.32,13.95,108.77
2018,10,1,5.51,7.98,5.73,0.94,0.69,1.52,0.3,13.43,104.34
2018,10,2,3.78,3.63,5.54,1.87,0.48,1.18,0.23,9.58,72.23
2018,10,3,2.87,1.56,5.62,2.05,0.37,0.99,0.2,7.95,56.7
2018,10,4,4.53,5.42,5.7,1.49,0.58,1.23,0.24,11.21,85.16
2018,10,5,5.62,8.8,5.77,0.77,0.73,1.52,0.3,13.22,103.21
2018,10,6,4.58,4.5,5.65,2.07,0.59,1.31,0.26,11.13,84.98
2018,10,7,5.59,8.9,5.78,0.87,0.73,1.37,0.27,12.9,100.91
2018,10,8,5.69,9.35,5.7,0.69,0.75,1.36,0.27,12.99,102.59
2018,10,9,5.53,8.64,5.61,0.8,0.73,1.36,0.27,12.61,99.39
2018,10,10,5.35,8.31,5.5,0.83,0.72,1.29,0.26,12.38,97.49
2018,10,11,5.25,8.08,5.41,0.92,0.71,1.21,0.24,12.11,95.73
2018,10,12,3.86,4.59,5.21,1.46,0.52,0.98,0.2,9.44,72.3
2018,10,13,3.7,4.13,5.14,1.4,0.51,0.92,0.19,9.19,70.23
2018,10,14,4.78,7,5.28,1.01,0.66,1.09,0.22,11.05,86.89
2018,10,15,5.75,10.11,5.76,0.57,0.8,1.23,0.25,12.58,99.36
2018,10,16,5.56,9.83,5.55,0.54,0.78,1.16,0.23,12.3,97.72
2018,10,17,5.45,9.6,5.47,0.58,0.77,1.14,0.23,12.01,95.75
2018,10,18,5.22,9.13,5.28,0.63,0.75,-999,0.22,11.61,93.07
2018,10,19,5.27,9.28,5.28,0.6,0.77,1.15,0.23,11.82,94.2
2018,10,20,5.26,9.24,5.27,0.63,0.77,1.14,0.23,11.65,92.93
2018,10,21,4.94,8.13,4.93,0.82,0.73,1.12,0.23,11.15,89.55
2018,10,22,4.86,8.04,4.93,0.79,0.72,1.11,0.23,10.94,87.74
2018,10,23,4.92,8.54,4.93,0.68,0.73,1.1,0.22,10.93,88.12
2018,10,24,4.94,8.84,4.92,0.6,0.74,1.04,0.21,10.93,88.24
2018,10,25,4.74,8.05,4.77,0.73,0.72,0.95,0.19,10.38,84.3
2018,10,26,4.79,8.4,4.78,0.69,0.73,1.05,0.21,10.38,84.59
2018,10,27,4.77,8.55,4.79,0.68,0.74,1.14,0.23,10.51,85.07
2018,10,28,4.41,6.01,4.71,1.44,0.69,1.12,0.22,10.01,79.49
2018,10,29,4.43,7.59,4.59,0.83,0.7,1.05,0.21,9.9,80.03
2018,10,30,4.64,8.54,4.66,0.62,0.73,0.98,0.2,10.13,82.44
2018,10,31,4.68,8.53,4.78,0.74,0.75,0.95,0.2,10.23,82.4
2018,11,1,4.08,5.31,4.57,1.59,0.66,0.94,0.19,9.45,74.24
2018,11,2,4.53,8.38,4.56,0.62,0.74,0.95,0.2,10.02,81.26
2018,11,3,4.51,8.2,4.6,0.67,0.74,0.93,0.19,9.88,79.7
2018,11,4,3.58,2.34,4.35,2.43,0.59,0.85,0.16,8.34,64.78
2018,11,5,4.26,8.1,4.27,0.6,0.71,0.9,0.18,9.48,77.55
2018,11,6,4.29,8.16,4.26,0.57,0.73,0.88,0.18,9.31,76.73
2018,11,7,4.14,7.84,4.34,0.72,0.7,0.87,0.17,9.09,73.84
2018,11,8,4.33,8.46,4.38,0.62,0.74,0.89,0.18,9.36,76.34
2018,11,9,4.5,9.1,4.52,0.58,0.78,0.91,0.18,9.65,78.09
2018,11,10,4.45,8.84,4.46,0.62,0.77,0.88,0.18,9.34,76.05
2018,11,11,4.44,9.04,4.44,0.56,0.78,0.84,0.17,9.27,75.88
2018,11,12,4.38,8.9,4.43,0.62,0.77,0.73,0.15,9.12,74.73
2018,11,13,3.76,5.22,4.3,1.49,0.67,0.69,0.14,8.29,65.59
2018,11,14,4.11,8,4.14,0.68,0.74,0.73,0.15,8.77,72.22
2018,11,15,3.74,5.54,4.01,1.3,0.68,0.67,0.13,8.12,66.08
2018,11,16,3.42,4.48,3.87,1.6,0.62,0.63,0.12,7.37,59.98
2018,11,17,3.48,4.8,3.75,1.29,0.64,0.63,0.12,7.48,61.45
2018,11,18,3.31,4.76,3.74,1.22,0.62,0.59,0.12,7.15,58.65
2018,11,19,2.3,0.87,3.81,1.92,0.43,0.5,0.1,5.67,42.01
2018,11,20,3.85,7.78,3.86,0.59,0.73,0.63,0.12,8.26,68.55
2018,11,21,3.43,5.27,3.7,1.2,0.65,0.63,0.12,7.68,62.48
2018,11,22,3.4,6.31,3.78,0.81,0.65,0.6,0.12,7.42,60.55
2018,11,23,3.32,6.65,3.68,0.69,0.64,0.59,0.12,7.52,61.45
2018,11,24,3.26,6.69,3.69,0.62,0.63,0.59,0.12,7.26,59.54
2018,11,25,3.34,5.37,3.64,1.06,0.65,0.59,0.12,7.31,60.01
2018,11,26,3.62,7.28,3.76,0.71,0.71,0.58,0.12,7.65,63.66
2018,11,27,3.14,3.93,3.6,1.52,0.62,0.55,0.11,7.02,56.73
2018,11,28,2.92,5.23,3.53,0.74,0.58,0.56,0.11,6.64,53.85
2018,11,29,2.06,2.63,3.53,0.98,0.41,0.42,0.09,5,38.12
2018,11,30,2.68,4.44,3.63,0.99,0.54,0.45,0.09,5.98,48.12
2018,12,1,3.45,6.82,3.6,0.77,0.7,0.55,0.11,7.45,61.85
2018,12,2,3.48,7.2,3.69,0.62,0.7,0.52,0.1,7.33,60.83
2018,12,3,3.57,7.46,3.61,0.58,0.73,0.54,0.11,7.46,62.66
2018,12,4,3.34,6.2,3.57,0.89,0.69,0.51,0.1,7.02,58.24
2018,12,5,1.49,1.32,3.32,1.02,0.3,0.29,0.05,3.84,28.23
2018,12,6,0.91,0.56,3.35,0.69,0.19,0.2,0.04,2.62,17.84
2018,12,7,3.04,5.97,3.47,0.77,0.63,0.45,0.09,6.66,54.56
2018,12,8,3.5,7.45,3.5,0.63,0.73,0.51,0.1,7.22,61.08
2018,12,9,2.74,2.42,3.47,1.89,0.57,0.5,0.1,6.25,49.21
2018,12,10,2.2,1.4,3.41,1.59,0.46,0.45,0.09,5.33,40.13
2018,12,11,3.32,6.63,3.42,0.69,0.7,0.52,0.1,6.92,58.27
2018,12,12,2.96,4.52,3.51,1.37,0.62,0.48,0.1,6.48,52.42
2018,12,13,3.47,7.64,3.49,0.6,0.73,0.52,0.1,7.09,60.2
2018,12,14,1.22,0.51,3.43,1.03,0.26,0.27,0.05,3.35,23.2
2018,12,15,3.43,7.45,3.48,0.66,0.73,0.48,0.09,7.02,59.42
2018,12,16,3.28,6.49,3.39,0.79,0.7,0.45,0.09,6.89,57.87
2018,12,17,2.14,3.16,3.3,1.06,0.45,0.35,0.07,5.04,39.28
2018,12,18,3.13,5.44,3.41,1.01,0.67,0.46,0.09,6.73,55.48
2018,12,19,3.36,7.19,3.44,0.69,0.72,0.53,0.11,7.03,59.15
2018,12,20,3.23,5.85,3.5,1.05,0.69,0.53,0.11,6.64,55.16
2018,12,21,2.97,4.87,3.31,1.1,0.63,0.53,0.11,6.6,53.9
2018,12,22,3.13,5.87,3.33,0.9,0.67,0.5,0.1,6.77,56.2
2018,12,23,2.52,2.15,3.26,1.76,0.54,0.45,0.09,5.84,45.87
2018,12,24,3.25,6.71,3.32,0.68,0.7,0.51,0.1,6.95,58.31
2018,12,25,2.95,6.11,3.4,0.66,0.62,0.45,0.09,6.36,52.69
2018,12,26,3.13,5.32,3.5,1.16,0.66,0.45,0.09,6.7,54.96
2018,12,27,3.07,6.8,3.49,0.56,0.65,0.43,0.09,6.38,53.34
2018,12,28,3.63,8.48,3.67,0.48,0.77,0.45,0.09,7.25,61.2
2018,12,29,3.48,7.9,3.51,0.53,0.73,0.45,0.09,7.16,60.7
2018,12,30,3.29,6.49,3.48,0.84,0.7,0.47,0.09,6.9,57.65
2018,12,31,2.75,5.38,3.43,0.76,0.58,0.38,0.08,5.77,47.98
2019,1,1,3.71,8.79,3.72,0.43,0.77,0.45,0.09,7.35,62.36
2019,1,2,3.54,8.01,3.57,0.52,0.74,0.45,0.09,7.36,61.87
2019,1,3,3.54,7.79,3.57,0.58,0.73,0.5,0.1,7.26,61.3
2019,1,4,3.54,7.61,3.57,0.63,0.73,0.51,0.1,7.21,61
2019,1,5,1.28,0.56,3.25,1.06,0.27,0.3,0.06,3.47,24.34
2019,1,6,3.25,5.96,3.5,0.89,0.67,0.56,0.12,7.09,58.1
2019,1,7,2.48,3.66,3.42,1.06,0.51,0.49,0.1,5.89,46.13
2019,1,8,2.81,1.78,3.42,2.05,0.57,0.59,0.12,6.52,51.2
2019,1,9,3.29,5.99,3.5,0.89,0.66,0.61,0.12,7.21,59.28
2019,1,10,3.63,7.76,3.65,0.57,0.73,0.59,0.12,7.52,63.37
2019,1,11,2.67,2.51,3.56,1.61,0.53,0.51,0.1,6.16,47.94
